direction_dependency,entity,score
proportional,meggitt,1.1518987341772151
proportional,buy,1.1518987341772151
proportional,arm,1.1518987341772151
proportional,show,1.1518987341772151
proportional,pearson,1.1518987341772151
inversely_proportional,board,-7.583333333333333
proportional,auto,1.1518987341772151
proportional,hargreaves,1.1518987341772151
proportional,ice,1.1518987341772151
proportional,peroni,1.1518987341772151
proportional,shire,1.1518987341772151
proportional,share,1.1518987341772151
proportional,deal,1.1518987341772151
proportional,buffett,1.1518987341772151
proportional,bos,1.1518987341772151
inversely_proportional,court,-7.583333333333333
proportional,tobacco,1.1518987341772151
proportional,britain,1.1518987341772151
proportional,dutch,1.1518987341772151
proportional,management,1.1518987341772151
proportional,ftse,1.1518987341772151
proportional,brewer,1.1518987341772151
proportional,trent,1.1518987341772151
proportional,bid,1.1518987341772151
proportional,march,1.1518987341772151
proportional,revenue,1.1518987341772151
proportional,update,1.1518987341772151
proportional,astrazeneca,1.1518987341772151
proportional,stock,1.1518987341772151
proportional,news,1.1518987341772151
proportional,busch,1.1518987341772151
proportional,china,1.1518987341772151
proportional,cancer,1.1518987341772151
proportional,companiestravis,1.1518987341772151
proportional,metal,1.1518987341772151
proportional,priceline,1.1518987341772151
proportional,morning,1.1518987341772151
proportional,companiesdixons,1.1518987341772151
inversely_proportional,rbi,-7.583333333333333
proportional,primark,1.1518987341772151
proportional,brief,1.1518987341772151
inversely_proportional,slump,-7.583333333333333
proportional,relief,1.1518987341772151
proportional,johnson,1.1518987341772151
inversely_proportional,doubt,-7.583333333333333
proportional,petrofac,1.1518987341772151
proportional,builder,1.1518987341772151
proportional,trim,1.1518987341772151
inversely_proportional,keith,-7.583333333333333
proportional,ceo,1.1518987341772151
proportional,approves,1.1518987341772151
proportional,aviva,1.1518987341772151
proportional,sainsbury,1.1518987341772151
proportional,whitbread,1.1518987341772151
proportional,quarter,1.1518987341772151
proportional,rival,1.1518987341772151
inversely_proportional,saudi,-7.583333333333333
proportional,travis,1.1518987341772151
proportional,barclays,1.1518987341772151
proportional,inbev,1.1518987341772151
proportional,asahi,1.1518987341772151
proportional,oil,1.1518987341772151
