sentiment,entity,directional_word
positive,eur,acceler
positive,eur,advanc
positive,eur,award
positive,eur,better
positive,eur,climb
positive,eur,doubl
positive,eur,faster
positive,eur,gain
positive,eur,grow
positive,eur,higher
positive,eur,increas
positive,eur,jump
positive,eur,quicken
positive,eur,rebound
positive,eur,recov
positive,eur,rise
positive,eur,rose
positive,eur,step-up
positive,eur,surg
positive,eur,up
positive,percent,acceler
positive,percent,advanc
positive,percent,award
positive,percent,better
positive,percent,climb
positive,percent,doubl
positive,percent,faster
positive,percent,gain
positive,percent,grow
positive,percent,higher
positive,percent,increas
positive,percent,jump
positive,percent,quicken
positive,percent,rebound
positive,percent,recov
positive,percent,rise
positive,percent,rose
positive,percent,step-up
positive,percent,surg
positive,percent,up
positive,period,acceler
positive,period,advanc
positive,period,award
positive,period,better
positive,period,climb
positive,period,doubl
positive,period,faster
positive,period,gain
positive,period,grow
positive,period,higher
positive,period,increas
positive,period,jump
positive,period,quicken
positive,period,rebound
positive,period,recov
positive,period,rise
positive,period,rose
positive,period,step-up
positive,period,surg
positive,period,up
positive,eur0,acceler
positive,eur0,advanc
positive,eur0,award
positive,eur0,better
positive,eur0,climb
positive,eur0,doubl
positive,eur0,faster
positive,eur0,gain
positive,eur0,grow
positive,eur0,higher
positive,eur0,increas
positive,eur0,jump
positive,eur0,quicken
positive,eur0,rebound
positive,eur0,recov
positive,eur0,rise
positive,eur0,rose
positive,eur0,step-up
positive,eur0,surg
positive,eur0,up
positive,acquisition,acceler
positive,acquisition,advanc
positive,acquisition,award
positive,acquisition,better
positive,acquisition,climb
positive,acquisition,doubl
positive,acquisition,faster
positive,acquisition,gain
positive,acquisition,grow
positive,acquisition,higher
positive,acquisition,increas
positive,acquisition,jump
positive,acquisition,quicken
positive,acquisition,rebound
positive,acquisition,recov
positive,acquisition,rise
positive,acquisition,rose
positive,acquisition,step-up
positive,acquisition,surg
positive,acquisition,up
positive,business,acceler
positive,business,advanc
positive,business,award
positive,business,better
positive,business,climb
positive,business,doubl
positive,business,faster
positive,business,gain
positive,business,grow
positive,business,higher
positive,business,increas
positive,business,jump
positive,business,quicken
positive,business,rebound
positive,business,recov
positive,business,rise
positive,business,rose
positive,business,step-up
positive,business,surg
positive,business,up
positive,capital,acceler
positive,capital,advanc
positive,capital,award
positive,capital,better
positive,capital,climb
positive,capital,doubl
positive,capital,faster
positive,capital,gain
positive,capital,grow
positive,capital,higher
positive,capital,increas
positive,capital,jump
positive,capital,quicken
positive,capital,rebound
positive,capital,recov
positive,capital,rise
positive,capital,rose
positive,capital,step-up
positive,capital,surg
positive,capital,up
positive,contract,acceler
positive,contract,advanc
positive,contract,award
positive,contract,better
positive,contract,climb
positive,contract,doubl
positive,contract,faster
positive,contract,gain
positive,contract,grow
positive,contract,higher
positive,contract,increas
positive,contract,jump
positive,contract,quicken
positive,contract,rebound
positive,contract,recov
positive,contract,rise
positive,contract,rose
positive,contract,step-up
positive,contract,surg
positive,contract,up
positive,mn,acceler
positive,mn,advanc
positive,mn,award
positive,mn,better
positive,mn,climb
positive,mn,doubl
positive,mn,faster
positive,mn,gain
positive,mn,grow
positive,mn,higher
positive,mn,increas
positive,mn,jump
positive,mn,quicken
positive,mn,rebound
positive,mn,recov
positive,mn,rise
positive,mn,rose
positive,mn,step-up
positive,mn,surg
positive,mn,up
positive,news,acceler
positive,news,advanc
positive,news,award
positive,news,better
positive,news,climb
positive,news,doubl
positive,news,faster
positive,news,gain
positive,news,grow
positive,news,higher
positive,news,increas
positive,news,jump
positive,news,quicken
positive,news,rebound
positive,news,recov
positive,news,rise
positive,news,rose
positive,news,step-up
positive,news,surg
positive,news,up
positive,phone,acceler
positive,phone,advanc
positive,phone,award
positive,phone,better
positive,phone,climb
positive,phone,doubl
positive,phone,faster
positive,phone,gain
positive,phone,grow
positive,phone,higher
positive,phone,increas
positive,phone,jump
positive,phone,quicken
positive,phone,rebound
positive,phone,recov
positive,phone,rise
positive,phone,rose
positive,phone,step-up
positive,phone,surg
positive,phone,up
positive,operating,acceler
positive,operating,advanc
positive,operating,award
positive,operating,better
positive,operating,climb
positive,operating,doubl
positive,operating,faster
positive,operating,gain
positive,operating,grow
positive,operating,higher
positive,operating,increas
positive,operating,jump
positive,operating,quicken
positive,operating,rebound
positive,operating,recov
positive,operating,rise
positive,operating,rose
positive,operating,step-up
positive,operating,surg
positive,operating,up
positive,orion,acceler
positive,orion,advanc
positive,orion,award
positive,orion,better
positive,orion,climb
positive,orion,doubl
positive,orion,faster
positive,orion,gain
positive,orion,grow
positive,orion,higher
positive,orion,increas
positive,orion,jump
positive,orion,quicken
positive,orion,rebound
positive,orion,recov
positive,orion,rise
positive,orion,rose
positive,orion,step-up
positive,orion,surg
positive,orion,up
positive,mln,acceler
positive,mln,advanc
positive,mln,award
positive,mln,better
positive,mln,climb
positive,mln,doubl
positive,mln,faster
positive,mln,gain
positive,mln,grow
positive,mln,higher
positive,mln,increas
positive,mln,jump
positive,mln,quicken
positive,mln,rebound
positive,mln,recov
positive,mln,rise
positive,mln,rose
positive,mln,step-up
positive,mln,surg
positive,mln,up
positive,sale,acceler
positive,sale,advanc
positive,sale,award
positive,sale,better
positive,sale,climb
positive,sale,doubl
positive,sale,faster
positive,sale,gain
positive,sale,grow
positive,sale,higher
positive,sale,increas
positive,sale,jump
positive,sale,quicken
positive,sale,rebound
positive,sale,recov
positive,sale,rise
positive,sale,rose
positive,sale,step-up
positive,sale,surg
positive,sale,up
positive,plant,acceler
positive,plant,advanc
positive,plant,award
positive,plant,better
positive,plant,climb
positive,plant,doubl
positive,plant,faster
positive,plant,gain
positive,plant,grow
positive,plant,higher
positive,plant,increas
positive,plant,jump
positive,plant,quicken
positive,plant,rebound
positive,plant,recov
positive,plant,rise
positive,plant,rose
positive,plant,step-up
positive,plant,surg
positive,plant,up
positive,september,acceler
positive,september,advanc
positive,september,award
positive,september,better
positive,september,climb
positive,september,doubl
positive,september,faster
positive,september,gain
positive,september,grow
positive,september,higher
positive,september,increas
positive,september,jump
positive,september,quicken
positive,september,rebound
positive,september,recov
positive,september,rise
positive,september,rose
positive,september,step-up
positive,september,surg
positive,september,up
positive,electronics,acceler
positive,electronics,advanc
positive,electronics,award
positive,electronics,better
positive,electronics,climb
positive,electronics,doubl
positive,electronics,faster
positive,electronics,gain
positive,electronics,grow
positive,electronics,higher
positive,electronics,increas
positive,electronics,jump
positive,electronics,quicken
positive,electronics,rebound
positive,electronics,recov
positive,electronics,rise
positive,electronics,rose
positive,electronics,step-up
positive,electronics,surg
positive,electronics,up
positive,group,acceler
positive,group,advanc
positive,group,award
positive,group,better
positive,group,climb
positive,group,doubl
positive,group,faster
positive,group,gain
positive,group,grow
positive,group,higher
positive,group,increas
positive,group,jump
positive,group,quicken
positive,group,rebound
positive,group,recov
positive,group,rise
positive,group,rose
positive,group,step-up
positive,group,surg
positive,group,up
positive,beer,acceler
positive,beer,advanc
positive,beer,award
positive,beer,better
positive,beer,climb
positive,beer,doubl
positive,beer,faster
positive,beer,gain
positive,beer,grow
positive,beer,higher
positive,beer,increas
positive,beer,jump
positive,beer,quicken
positive,beer,rebound
positive,beer,recov
positive,beer,rise
positive,beer,rose
positive,beer,step-up
positive,beer,surg
positive,beer,up
positive,income,acceler
positive,income,advanc
positive,income,award
positive,income,better
positive,income,climb
positive,income,doubl
positive,income,faster
positive,income,gain
positive,income,grow
positive,income,higher
positive,income,increas
positive,income,jump
positive,income,quicken
positive,income,rebound
positive,income,recov
positive,income,rise
positive,income,rose
positive,income,step-up
positive,income,surg
positive,income,up
positive,communication,acceler
positive,communication,advanc
positive,communication,award
positive,communication,better
positive,communication,climb
positive,communication,doubl
positive,communication,faster
positive,communication,gain
positive,communication,grow
positive,communication,higher
positive,communication,increas
positive,communication,jump
positive,communication,quicken
positive,communication,rebound
positive,communication,recov
positive,communication,rise
positive,communication,rose
positive,communication,step-up
positive,communication,surg
positive,communication,up
positive,konecranes,acceler
positive,konecranes,advanc
positive,konecranes,award
positive,konecranes,better
positive,konecranes,climb
positive,konecranes,doubl
positive,konecranes,faster
positive,konecranes,gain
positive,konecranes,grow
positive,konecranes,higher
positive,konecranes,increas
positive,konecranes,jump
positive,konecranes,quicken
positive,konecranes,rebound
positive,konecranes,recov
positive,konecranes,rise
positive,konecranes,rose
positive,konecranes,step-up
positive,konecranes,surg
positive,konecranes,up
positive,teleste,acceler
positive,teleste,advanc
positive,teleste,award
positive,teleste,better
positive,teleste,climb
positive,teleste,doubl
positive,teleste,faster
positive,teleste,gain
positive,teleste,grow
positive,teleste,higher
positive,teleste,increas
positive,teleste,jump
positive,teleste,quicken
positive,teleste,rebound
positive,teleste,recov
positive,teleste,rise
positive,teleste,rose
positive,teleste,step-up
positive,teleste,surg
positive,teleste,up
positive,metal,acceler
positive,metal,advanc
positive,metal,award
positive,metal,better
positive,metal,climb
positive,metal,doubl
positive,metal,faster
positive,metal,gain
positive,metal,grow
positive,metal,higher
positive,metal,increas
positive,metal,jump
positive,metal,quicken
positive,metal,rebound
positive,metal,recov
positive,metal,rise
positive,metal,rose
positive,metal,step-up
positive,metal,surg
positive,metal,up
positive,profit,acceler
positive,profit,advanc
positive,profit,award
positive,profit,better
positive,profit,climb
positive,profit,doubl
positive,profit,faster
positive,profit,gain
positive,profit,grow
positive,profit,higher
positive,profit,increas
positive,profit,jump
positive,profit,quicken
positive,profit,rebound
positive,profit,recov
positive,profit,rise
positive,profit,rose
positive,profit,step-up
positive,profit,surg
positive,profit,up
positive,paper,acceler
positive,paper,advanc
positive,paper,award
positive,paper,better
positive,paper,climb
positive,paper,doubl
positive,paper,faster
positive,paper,gain
positive,paper,grow
positive,paper,higher
positive,paper,increas
positive,paper,jump
positive,paper,quicken
positive,paper,rebound
positive,paper,recov
positive,paper,rise
positive,paper,rose
positive,paper,step-up
positive,paper,surg
positive,paper,up
positive,passenger,acceler
positive,passenger,advanc
positive,passenger,award
positive,passenger,better
positive,passenger,climb
positive,passenger,doubl
positive,passenger,faster
positive,passenger,gain
positive,passenger,grow
positive,passenger,higher
positive,passenger,increas
positive,passenger,jump
positive,passenger,quicken
positive,passenger,rebound
positive,passenger,recov
positive,passenger,rise
positive,passenger,rose
positive,passenger,step-up
positive,passenger,surg
positive,passenger,up
positive,maker,acceler
positive,maker,advanc
positive,maker,award
positive,maker,better
positive,maker,climb
positive,maker,doubl
positive,maker,faster
positive,maker,gain
positive,maker,grow
positive,maker,higher
positive,maker,increas
positive,maker,jump
positive,maker,quicken
positive,maker,rebound
positive,maker,recov
positive,maker,rise
positive,maker,rose
positive,maker,step-up
positive,maker,surg
positive,maker,up
positive,demand,acceler
positive,demand,advanc
positive,demand,award
positive,demand,better
positive,demand,climb
positive,demand,doubl
positive,demand,faster
positive,demand,gain
positive,demand,grow
positive,demand,higher
positive,demand,increas
positive,demand,jump
positive,demand,quicken
positive,demand,rebound
positive,demand,recov
positive,demand,rise
positive,demand,rose
positive,demand,step-up
positive,demand,surg
positive,demand,up
positive,finland,acceler
positive,finland,advanc
positive,finland,award
positive,finland,better
positive,finland,climb
positive,finland,doubl
positive,finland,faster
positive,finland,gain
positive,finland,grow
positive,finland,higher
positive,finland,increas
positive,finland,jump
positive,finland,quicken
positive,finland,rebound
positive,finland,recov
positive,finland,rise
positive,finland,rose
positive,finland,step-up
positive,finland,surg
positive,finland,up
positive,margin,acceler
positive,margin,advanc
positive,margin,award
positive,margin,better
positive,margin,climb
positive,margin,doubl
positive,margin,faster
positive,margin,gain
positive,margin,grow
positive,margin,higher
positive,margin,increas
positive,margin,jump
positive,margin,quicken
positive,margin,rebound
positive,margin,recov
positive,margin,rise
positive,margin,rose
positive,margin,step-up
positive,margin,surg
positive,margin,up
positive,half,acceler
positive,half,advanc
positive,half,award
positive,half,better
positive,half,climb
positive,half,doubl
positive,half,faster
positive,half,gain
positive,half,grow
positive,half,higher
positive,half,increas
positive,half,jump
positive,half,quicken
positive,half,rebound
positive,half,recov
positive,half,rise
