sentiment,entity,directional_word
positive,ceo,acceler
positive,ceo,advanc
positive,ceo,award
positive,ceo,better
positive,ceo,climb
positive,ceo,doubl
positive,ceo,faster
positive,ceo,gain
positive,ceo,grow
positive,ceo,higher
positive,ceo,increas
positive,ceo,jump
positive,ceo,quicken
positive,ceo,rebound
positive,ceo,recov
positive,ceo,rise
positive,ceo,rose
positive,ceo,step-up
positive,ceo,surg
positive,ceo,up
positive,share,acceler
positive,share,advanc
positive,share,award
positive,share,better
positive,share,climb
positive,share,doubl
positive,share,faster
positive,share,gain
positive,share,grow
positive,share,higher
positive,share,increas
positive,share,jump
positive,share,quicken
positive,share,rebound
positive,share,recov
positive,share,rise
positive,share,rose
positive,share,step-up
positive,share,surg
positive,share,up
positive,shell,acceler
positive,shell,advanc
positive,shell,award
positive,shell,better
positive,shell,climb
positive,shell,doubl
positive,shell,faster
positive,shell,gain
positive,shell,grow
positive,shell,higher
positive,shell,increas
positive,shell,jump
positive,shell,quicken
positive,shell,rebound
positive,shell,recov
positive,shell,rise
positive,shell,rose
positive,shell,step-up
positive,shell,surg
positive,shell,up
positive,director,acceler
positive,director,advanc
positive,director,award
positive,director,better
positive,director,climb
positive,director,doubl
positive,director,faster
positive,director,gain
positive,director,grow
positive,director,higher
positive,director,increas
positive,director,jump
positive,director,quicken
positive,director,rebound
positive,director,recov
positive,director,rise
positive,director,rose
positive,director,step-up
positive,director,surg
positive,director,up
positive,warns,acceler
positive,warns,advanc
positive,warns,award
positive,warns,better
positive,warns,climb
positive,warns,doubl
positive,warns,faster
positive,warns,gain
positive,warns,grow
positive,warns,higher
positive,warns,increas
positive,warns,jump
positive,warns,quicken
positive,warns,rebound
positive,warns,recov
positive,warns,rise
positive,warns,rose
positive,warns,step-up
positive,warns,surg
positive,warns,up
positive,inbev,acceler
positive,inbev,advanc
positive,inbev,award
positive,inbev,better
positive,inbev,climb
positive,inbev,doubl
positive,inbev,faster
positive,inbev,gain
positive,inbev,grow
positive,inbev,higher
positive,inbev,increas
positive,inbev,jump
positive,inbev,quicken
positive,inbev,rebound
positive,inbev,recov
positive,inbev,rise
positive,inbev,rose
positive,inbev,step-up
positive,inbev,surg
positive,inbev,up
positive,profit,acceler
positive,profit,advanc
positive,profit,award
positive,profit,better
positive,profit,climb
positive,profit,doubl
positive,profit,faster
positive,profit,gain
