direction_dependency,entity,score
proportional,company,1.0052083333333333
proportional,pct,1.0052083333333333
proportional,technology,1.0052083333333333
proportional,konecranes,1.0052083333333333
proportional,value,1.0052083333333333
proportional,sale,1.0052083333333333
proportional,news,1.0052083333333333
proportional,operating,1.0052083333333333
proportional,medium,1.0052083333333333
proportional,ebit,1.0052083333333333
proportional,group,1.0052083333333333
proportional,helsinki,1.0052083333333333
proportional,quarter,1.0052083333333333
proportional,finnair,1.0052083333333333
proportional,year,1.0052083333333333
proportional,rate,1.0052083333333333
proportional,profit,1.0052083333333333
proportional,metal,1.0052083333333333
proportional,building,1.0052083333333333
proportional,service,1.0052083333333333
proportional,trade,1.0052083333333333
proportional,maker,1.0052083333333333
proportional,finland,1.0052083333333333
proportional,earnings,1.0052083333333333
proportional,commission,1.0052083333333333
proportional,contract,1.0052083333333333
proportional,period,1.0052083333333333
proportional,percent,1.0052083333333333
proportional,beer,1.0052083333333333
proportional,board,1.0052083333333333
proportional,area,1.0052083333333333
proportional,food,1.0052083333333333
proportional,month,1.0052083333333333
proportional,construction,1.0052083333333333
proportional,end,1.0052083333333333
proportional,volume,1.0052083333333333
proportional,eps,1.0052083333333333
proportional,order,1.0052083333333333
proportional,orion,1.0052083333333333
proportional,september,1.0052083333333333
proportional,item,1.0052083333333333
proportional,omx,1.0052083333333333
proportional,margin,1.0052083333333333
proportional,euro,1.0052083333333333
proportional,december,1.0052083333333333
proportional,turnover,1.0052083333333333
proportional,report,1.0052083333333333
proportional,solution,1.0052083333333333
proportional,electronics,1.0052083333333333
proportional,tax,1.0052083333333333
proportional,market,1.0052083333333333
proportional,acquisition,1.0052083333333333
proportional,investment,1.0052083333333333
proportional,revenue,1.0052083333333333
proportional,growth,1.0052083333333333
proportional,income,1.0052083333333333
proportional,system,1.0052083333333333
proportional,interest,1.0052083333333333
inversely_proportional,price,-38.6
proportional,passenger,1.0052083333333333
proportional,steel,1.0052083333333333
proportional,october,1.0052083333333333
proportional,communication,1.0052083333333333
inversely_proportional,operation,-19.3
proportional,today,1.0052083333333333
proportional,loss,1.0052083333333333
proportional,currency,1.0052083333333333
