direction_dependency,entity,score
proportional,group,1.0409982174688057
proportional,profit,1.0349105085947192
proportional,period,1.0409982174688057
proportional,mn,1.0409982174688057
proportional,sale,1.0342820999367488
proportional,report,1.0409982174688057
proportional,world,1.0409982174688057
proportional,net,1.0409982174688057
proportional,maker,1.0409982174688057
proportional,operating,1.0409982174688057
inversely_proportional,result,-4.231884057971015
proportional,paper,1.0409982174688057
proportional,earnings,1.0409982174688057
proportional,turnover,1.0409982174688057
proportional,medium,1.0409982174688057
proportional,quarter,1.0409982174688057
proportional,mln,1.0409982174688057
proportional,solution,1.0409982174688057
proportional,brewery,1.0409982174688057
proportional,eur0,1.0409982174688057
proportional,phone,1.0409982174688057
proportional,growth,1.0409982174688057
proportional,capital,1.0409982174688057
proportional,efficiency,1.0409982174688057
proportional,loss,1.0409982174688057
proportional,passenger,1.0409982174688057
proportional,investment,1.0409982174688057
proportional,september,1.0409982174688057
proportional,metal,1.0409982174688057
proportional,pulp,1.0409982174688057
proportional,percent,1.0009598244892361
proportional,oyj,1.0409982174688057
proportional,electronics,1.0409982174688057
proportional,helsinki,1.002442727932924
proportional,order,1.0409982174688057
proportional,volume,1.0409982174688057
proportional,line,1.0409982174688057
proportional,news,1.0409982174688057
proportional,+àland,1.0409982174688057
inversely_proportional,traffic,-4.231884057971015
proportional,contract,1.0409982174688057
proportional,income,1.0409982174688057
proportional,item,1.0409982174688057
inversely_proportional,cost,-15.62541806020067
proportional,time,1.0409982174688057
proportional,trade,1.0409982174688057
proportional,service,1.0409982174688057
proportional,cash,1.0409982174688057
proportional,system,1.0409982174688057
proportional,eur,1.025460930640913
proportional,product,1.0409982174688057
proportional,use,1.0409982174688057
proportional,manufacturer,1.0409982174688057
proportional,value,1.0409982174688057
proportional,konecranes,1.0409982174688057
proportional,customer,1.0409982174688057
proportional,eps,1.0409982174688057
proportional,tonne,1.0409982174688057
proportional,share,1.006298276886512
proportional,end,1.0409982174688057
proportional,revenue,1.0409982174688057
proportional,business,1.0409982174688057
proportional,communication,1.0409982174688057
proportional,demand,1.0409982174688057
inversely_proportional,company,-1.6487859966120835
proportional,margin,1.0409982174688057
inversely_proportional,construction,-7.6173913043478265
proportional,division,1.0409982174688057
proportional,area,1.0409982174688057
proportional,cent,1.0409982174688057
proportional,interest,1.0409982174688057
proportional,beer,1.0409982174688057
proportional,month,1.0409982174688057
inversely_proportional,plant,-5.642512077294686
inversely_proportional,day,-8.46376811594203
proportional,june,1.0409982174688057
proportional,year,1.03069130442456
proportional,bn,1.0409982174688057
