sentiment,entity,directional_word
positive,division,acceler
positive,division,advanc
positive,division,award
positive,division,better
positive,division,climb
positive,division,doubl
positive,division,faster
positive,division,gain
positive,division,grow
positive,division,higher
positive,division,increas
positive,division,jump
positive,division,quicken
positive,division,rebound
positive,division,recov
positive,division,rise
positive,division,rose
positive,division,step-up
positive,division,surg
positive,division,up
positive,period,acceler
positive,period,advanc
positive,period,award
positive,period,better
positive,period,climb
positive,period,doubl
positive,period,faster
positive,period,gain
positive,period,grow
positive,period,higher
positive,period,increas
positive,period,jump
positive,period,quicken
positive,period,rebound
positive,period,recov
positive,period,rise
positive,period,rose
positive,period,step-up
positive,period,surg
positive,period,up
positive,passenger,acceler
positive,passenger,advanc
positive,passenger,award
positive,passenger,better
positive,passenger,climb
positive,passenger,doubl
positive,passenger,faster
positive,passenger,gain
positive,passenger,grow
positive,passenger,higher
positive,passenger,increas
positive,passenger,jump
positive,passenger,quicken
positive,passenger,rebound
positive,passenger,recov
positive,passenger,rise
positive,passenger,rose
positive,passenger,step-up
positive,passenger,surg
positive,passenger,up
positive,net,acceler
positive,net,advanc
positive,net,award
positive,net,better
positive,net,climb
positive,net,doubl
positive,net,faster
positive,net,gain
positive,net,grow
positive,net,higher
positive,net,increas
positive,net,jump
positive,net,quicken
positive,net,rebound
positive,net,recov
positive,net,rise
positive,net,rose
positive,net,step-up
positive,net,surg
positive,net,up
positive,sale,acceler
positive,sale,advanc
positive,sale,award
positive,sale,better
positive,sale,climb
positive,sale,doubl
positive,sale,faster
positive,sale,gain
positive,sale,grow
positive,sale,higher
positive,sale,increas
positive,sale,jump
positive,sale,quicken
positive,sale,rebound
positive,sale,recov
positive,sale,rise
positive,sale,rose
positive,sale,step-up
positive,sale,surg
positive,sale,up
positive,+àland,acceler
positive,+àland,advanc
positive,+àland,award
positive,+àland,better
positive,+àland,climb
positive,+àland,doubl
positive,+àland,faster
positive,+àland,gain
positive,+àland,grow
positive,+àland,higher
positive,+àland,increas
positive,+àland,jump
positive,+àland,quicken
positive,+àland,rebound
positive,+àland,recov
positive,+àland,rise
positive,+àland,rose
positive,+àland,step-up
positive,+àland,surg
positive,+àland,up
positive,mln,acceler
positive,mln,advanc
positive,mln,award
positive,mln,better
positive,mln,climb
positive,mln,doubl
positive,mln,faster
positive,mln,gain
positive,mln,grow
positive,mln,higher
positive,mln,increas
positive,mln,jump
positive,mln,quicken
positive,mln,rebound
positive,mln,recov
positive,mln,rise
positive,mln,rose
positive,mln,step-up
positive,mln,surg
positive,mln,up
positive,month,acceler
positive,month,advanc
positive,month,award
positive,month,better
positive,month,climb
positive,month,doubl
positive,month,faster
positive,month,gain
positive,month,grow
positive,month,higher
positive,month,increas
positive,month,jump
positive,month,quicken
positive,month,rebound
positive,month,recov
positive,month,rise
positive,month,rose
positive,month,step-up
positive,month,surg
positive,month,up
positive,quarter,acceler
positive,quarter,advanc
positive,quarter,award
positive,quarter,better
positive,quarter,climb
positive,quarter,doubl
positive,quarter,faster
positive,quarter,gain
positive,quarter,grow
positive,quarter,higher
positive,quarter,increas
positive,quarter,jump
positive,quarter,quicken
positive,quarter,rebound
positive,quarter,recov
positive,quarter,rise
positive,quarter,rose
positive,quarter,step-up
positive,quarter,surg
positive,quarter,up
positive,finland,acceler
positive,finland,advanc
positive,finland,award
positive,finland,better
positive,finland,climb
positive,finland,doubl
positive,finland,faster
positive,finland,gain
positive,finland,grow
positive,finland,higher
positive,finland,increas
positive,finland,jump
positive,finland,quicken
positive,finland,rebound
positive,finland,recov
positive,finland,rise
positive,finland,rose
positive,finland,step-up
positive,finland,surg
positive,finland,up
positive,item,acceler
positive,item,advanc
positive,item,award
positive,item,better
positive,item,climb
positive,item,doubl
positive,item,faster
positive,item,gain
positive,item,grow
positive,item,higher
positive,item,increas
positive,item,jump
positive,item,quicken
positive,item,rebound
positive,item,recov
positive,item,rise
positive,item,rose
positive,item,step-up
positive,item,surg
positive,item,up
positive,paper,acceler
positive,paper,advanc
positive,paper,award
positive,paper,better
positive,paper,climb
positive,paper,doubl
positive,paper,faster
positive,paper,gain
positive,paper,grow
positive,paper,higher
positive,paper,increas
positive,paper,jump
positive,paper,quicken
positive,paper,rebound
positive,paper,recov
positive,paper,rise
positive,paper,rose
positive,paper,step-up
positive,paper,surg
positive,paper,up
positive,management,acceler
positive,management,advanc
positive,management,award
positive,management,better
positive,management,climb
positive,management,doubl
positive,management,faster
positive,management,gain
positive,management,grow
positive,management,higher
