sentiment,entity,directional_word
positive,astrazeneca,acceler
positive,astrazeneca,advanc
positive,astrazeneca,award
positive,astrazeneca,better
positive,astrazeneca,climb
positive,astrazeneca,doubl
positive,astrazeneca,faster
positive,astrazeneca,gain
positive,astrazeneca,grow
positive,astrazeneca,higher
positive,astrazeneca,increas
positive,astrazeneca,jump
positive,astrazeneca,quicken
positive,astrazeneca,rebound
positive,astrazeneca,recov
positive,astrazeneca,rise
positive,astrazeneca,rose
positive,astrazeneca,step-up
positive,astrazeneca,surg
positive,astrazeneca,up
positive,mail,acceler
positive,mail,advanc
positive,mail,award
positive,mail,better
positive,mail,climb
positive,mail,doubl
positive,mail,faster
positive,mail,gain
positive,mail,grow
positive,mail,higher
positive,mail,increas
positive,mail,jump
positive,mail,quicken
positive,mail,rebound
positive,mail,recov
positive,mail,rise
positive,mail,rose
positive,mail,step-up
positive,mail,surg
positive,mail,up
positive,share,acceler
positive,share,advanc
positive,share,award
positive,share,better
positive,share,climb
positive,share,doubl
positive,share,faster
positive,share,gain
positive,share,grow
positive,share,higher
positive,share,increas
positive,share,jump
positive,share,quicken
positive,share,rebound
positive,share,recov
positive,share,rise
positive,share,rose
positive,share,step-up
positive,share,surg
positive,share,up
positive,retailer,acceler
positive,retailer,advanc
positive,retailer,award
positive,retailer,better
positive,retailer,climb
positive,retailer,doubl
positive,retailer,faster
positive,retailer,gain
positive,retailer,grow
positive,retailer,higher
positive,retailer,increas
positive,retailer,jump
positive,retailer,quicken
positive,retailer,rebound
positive,retailer,recov
positive,retailer,rise
positive,retailer,rose
positive,retailer,step-up
positive,retailer,surg
positive,retailer,up
positive,refile,acceler
positive,refile,advanc
positive,refile,award
positive,refile,better
positive,refile,climb
positive,refile,doubl
positive,refile,faster
positive,refile,gain
positive,refile,grow
positive,refile,higher
positive,refile,increas
positive,refile,jump
positive,refile,quicken
positive,refile,rebound
positive,refile,recov
positive,refile,rise
positive,refile,rose
positive,refile,step-up
positive,refile,surg
positive,refile,up
positive,focus,acceler
positive,focus,advanc
positive,focus,award
positive,focus,better
positive,focus,climb
positive,focus,doubl
positive,focus,faster
positive,focus,gain
positive,focus,grow
positive,focus,higher
positive,focus,increas
positive,focus,jump
positive,focus,quicken
positive,focus,rebound
positive,focus,recov
positive,focus,rise
positive,focus,rose
positive,focus,step-up
positive,focus,surg
positive,focus,up
positive,quarter,acceler
positive,quarter,advanc
positive,quarter,award
positive,quarter,better
positive,quarter,climb
positive,quarter,doubl
positive,quarter,faster
positive,quarter,gain
positive,quarter,grow
positive,quarter,higher
positive,quarter,increas
positive,quarter,jump
positive,quarter,quicken
positive,quarter,rebound
positive,quarter,recov
positive,quarter,rise
positive,quarter,rose
positive,quarter,step-up
positive,quarter,surg
positive,quarter,up
positive,shire,acceler
positive,shire,advanc
positive,shire,award
positive,shire,better
positive,shire,climb
positive,shire,doubl
positive,shire,faster
positive,shire,gain
positive,shire,grow
positive,shire,higher
positive,shire,increas
positive,shire,jump
positive,shire,quicken
positive,shire,rebound
positive,shire,recov
positive,shire,rise
positive,shire,rose
positive,shire,step-up
positive,shire,surg
positive,shire,up
positive,rpt,acceler
positive,rpt,advanc
positive,rpt,award
positive,rpt,better
positive,rpt,climb
positive,rpt,doubl
positive,rpt,faster
positive,rpt,gain
positive,rpt,grow
positive,rpt,higher
positive,rpt,increas
positive,rpt,jump
positive,rpt,quicken
positive,rpt,rebound
positive,rpt,recov
positive,rpt,rise
positive,rpt,rose
positive,rpt,step-up
positive,rpt,surg
positive,rpt,up
positive,passenger,acceler
positive,passenger,advanc
positive,passenger,award
positive,passenger,better
positive,passenger,climb
positive,passenger,doubl
positive,passenger,faster
positive,passenger,gain
positive,passenger,grow
positive,passenger,higher
positive,passenger,increas
positive,passenger,jump
positive,passenger,quicken
positive,passenger,rebound
positive,passenger,recov
