direction_dependency,entity,score
proportional,quarter,1.0347490347490347
proportional,news,1.0347490347490347
proportional,value,1.0347490347490347
proportional,group,1.0347490347490347
proportional,turnover,1.0347490347490347
proportional,eps,1.0347490347490347
proportional,year,1.0347490347490347
proportional,capital,1.0347490347490347
proportional,revenue,1.0347490347490347
proportional,profit,1.029000429000429
proportional,income,1.0347490347490347
proportional,period,1.0347490347490347
proportional,earnings,1.0347490347490347
proportional,end,1.0347490347490347
proportional,mln,1.0347490347490347
proportional,demand,1.0347490347490347
proportional,solution,1.0347490347490347
proportional,margin,1.0347490347490347
proportional,division,1.0347490347490347
proportional,march,1.0347490347490347
proportional,use,1.0347490347490347
proportional,growth,1.0347490347490347
proportional,sale,1.0276617125932195
proportional,passenger,1.0347490347490347
proportional,report,1.0347490347490347
proportional,contract,1.0347490347490347
proportional,eur0,1.0347490347490347
proportional,june,1.0347490347490347
proportional,beer,1.0347490347490347
proportional,maker,1.0347490347490347
proportional,month,1.0347490347490347
proportional,electronics,1.0347490347490347
proportional,paper,1.0347490347490347
proportional,medium,1.0347490347490347
proportional,volume,1.0347490347490347
proportional,euro,1.0347490347490347
proportional,product,1.0347490347490347
proportional,item,1.0347490347490347
proportional,+àland,1.0347490347490347
inversely_proportional,construction,-14.88888888888889
proportional,tonne,1.0347490347490347
proportional,net,1.0347490347490347
proportional,september,1.0347490347490347
proportional,liter,1.0347490347490347
proportional,business,1.0347490347490347
proportional,trade,1.0347490347490347
proportional,system,1.0347490347490347
proportional,efficiency,1.0347490347490347
inversely_proportional,day,-9.925925925925926
proportional,service,1.0347490347490347
proportional,cent,1.0347490347490347
proportional,metal,1.0347490347490347
proportional,eur,1.0181930501930503
proportional,investment,1.0347490347490347
inversely_proportional,cost,-14.88888888888889
proportional,oyj,1.0347490347490347
proportional,manufacturer,1.0347490347490347
proportional,communication,1.0347490347490347
proportional,order,1.0347490347490347
proportional,bn,1.0347490347490347
inversely_proportional,result,-3.503267973856209
inversely_proportional,traffic,-4.253968253968254
inversely_proportional,price,-4.701754385964913
inversely_proportional,share,-1.0634920634920635
proportional,industry,1.0347490347490347
