sentiment,entity,directional_word
positive,bp,acceler
positive,bp,advanc
positive,bp,award
positive,bp,better
positive,bp,climb
positive,bp,doubl
positive,bp,faster
positive,bp,gain
positive,bp,grow
positive,bp,higher
positive,bp,increas
positive,bp,jump
positive,bp,quicken
positive,bp,rebound
positive,bp,recov
positive,bp,rise
positive,bp,rose
positive,bp,step-up
positive,bp,surg
positive,bp,up
positive,price,acceler
positive,price,advanc
positive,price,award
positive,price,better
positive,price,climb
positive,price,doubl
positive,price,faster
positive,price,gain
positive,price,grow
positive,price,higher
positive,price,increas
positive,price,jump
positive,price,quicken
positive,price,rebound
positive,price,recov
positive,price,rise
positive,price,rose
positive,price,step-up
positive,price,surg
positive,price,up
positive,stock,acceler
positive,stock,advanc
positive,stock,award
positive,stock,better
positive,stock,climb
positive,stock,doubl
positive,stock,faster
positive,stock,gain
positive,stock,grow
positive,stock,higher
positive,stock,increas
positive,stock,jump
positive,stock,quicken
positive,stock,rebound
positive,stock,recov
positive,stock,rise
positive,stock,rose
positive,stock,step-up
positive,stock,surg
positive,stock,up
positive,tesco,acceler
positive,tesco,advanc
positive,tesco,award
positive,tesco,better
positive,tesco,climb
positive,tesco,doubl
positive,tesco,faster
positive,tesco,gain
positive,tesco,grow
positive,tesco,higher
positive,tesco,increas
positive,tesco,jump
positive,tesco,quicken
positive,tesco,rebound
positive,tesco,recov
positive,tesco,rise
positive,tesco,rose
positive,tesco,step-up
positive,tesco,surg
positive,tesco,up
positive,quarter,acceler
positive,quarter,advanc
positive,quarter,award
positive,quarter,better
positive,quarter,climb
positive,quarter,doubl
positive,quarter,faster
positive,quarter,gain
positive,quarter,grow
positive,quarter,higher
positive,quarter,increas
positive,quarter,jump
positive,quarter,quicken
positive,quarter,rebound
positive,quarter,recov
positive,quarter,rise
positive,quarter,rose
positive,quarter,step-up
positive,quarter,surg
positive,quarter,up
positive,pearson,acceler
positive,pearson,advanc
positive,pearson,award
positive,pearson,better
positive,pearson,climb
positive,pearson,doubl
positive,pearson,faster
positive,pearson,gain
positive,pearson,grow
positive,pearson,higher
positive,pearson,increas
positive,pearson,jump
positive,pearson,quicken
positive,pearson,rebound
positive,pearson,recov
positive,pearson,rise
positive,pearson,rose
positive,pearson,step-up
positive,pearson,surg
positive,pearson,up
positive,group,acceler
positive,group,advanc
positive,group,award
positive,group,better
positive,group,climb
positive,group,doubl
positive,group,faster
positive,group,gain
positive,group,grow
positive,group,higher
positive,group,increas
positive,group,jump
positive,group,quicken
positive,group,rebound
positive,group,recov
positive,group,rise
positive,group,rose
positive,group,step-up
positive,group,surg
positive,group,up
positive,share,acceler
positive,share,advanc
positive,share,award
positive,share,better
positive,share,climb
positive,share,doubl
positive,share,faster
positive,share,gain
positive,share,grow
positive,share,higher
positive,share,increas
positive,share,jump
positive,share,quicken
positive,share,rebound
positive,share,recov
positive,share,rise
positive,share,rose
positive,share,step-up
positive,share,surg
positive,share,up
positive,revenue,acceler
positive,revenue,advanc
positive,revenue,award
positive,revenue,better
positive,revenue,climb
positive,revenue,doubl
positive,revenue,faster
positive,revenue,gain
positive,revenue,grow
positive,revenue,higher
positive,revenue,increas
positive,revenue,jump
positive,revenue,quicken
positive,revenue,rebound
positive,revenue,recov
positive,revenue,rise
positive,revenue,rose
positive,revenue,step-up
positive,revenue,surg
positive,revenue,up
positive,bid,acceler
positive,bid,advanc
positive,bid,award
positive,bid,better
positive,bid,climb
positive,bid,doubl
positive,bid,faster
positive,bid,gain
positive,bid,grow
positive,bid,higher
positive,bid,increas
positive,bid,jump
positive,bid,quicken
positive,bid,rebound
positive,bid,recov
positive,bid,rise
positive,bid,rose
positive,bid,step-up
positive,bid,surg
positive,bid,up
positive,aim,acceler
positive,aim,advanc
positive,aim,award
positive,aim,better
positive,aim,climb
positive,aim,doubl
positive,aim,faster
positive,aim,gain
positive,aim,grow
positive,aim,higher
positive,aim,increas
positive,aim,jump
positive,aim,quicken
positive,aim,rebound
positive,aim,recov
positive,aim,rise
positive,aim,rose
positive,aim,step-up
positive,aim,surg
positive,aim,up
positive,christmas,acceler
positive,christmas,advanc
positive,christmas,award
positive,christmas,better
positive,christmas,climb
positive,christmas,doubl
positive,christmas,faster
positive,christmas,gain
positive,christmas,grow
positive,christmas,higher
positive,christmas,increas
positive,christmas,jump
positive,christmas,quicken
positive,christmas,rebound
positive,christmas,recov
positive,christmas,rise
positive,christmas,rose
positive,christmas,step-up
positive,christmas,surg
positive,christmas,up
positive,finance,acceler
positive,finance,advanc
positive,finance,award
positive,finance,better
positive,finance,climb
positive,finance,doubl
positive,finance,faster
positive,finance,gain
positive,finance,grow
positive,finance,higher
positive,finance,increas
positive,finance,jump
positive,finance,quicken
positive,finance,rebound
positive,finance,recov
positive,finance,rise
positive,finance,rose
positive,finance,step-up
positive,finance,surg
positive,finance,up
positive,grid,acceler
positive,grid,advanc
positive,grid,award
positive,grid,better
positive,grid,climb
positive,grid,doubl
positive,grid,faster
positive,grid,gain
positive,grid,grow
positive,grid,higher
positive,grid,increas
positive,grid,jump
positive,grid,quicken
positive,grid,rebound
positive,grid,recov
positive,grid,rise
positive,grid,rose
positive,grid,step-up
positive,grid,surg
positive,grid,up
positive,see,acceler
positive,see,advanc
positive,see,award
positive,see,better
positive,see,climb
positive,see,doubl
positive,see,faster
positive,see,gain
positive,see,grow
positive,see,higher
positive,see,increas
positive,see,jump
positive,see,quicken
positive,see,rebound
positive,see,recov
positive,see,rise
positive,see,rose
positive,see,step-up
positive,see,surg
positive,see,up
positive,profit,acceler
positive,profit,advanc
positive,profit,award
positive,profit,better
positive,profit,climb
positive,profit,doubl
positive,profit,faster
positive,profit,gain
positive,profit,grow
positive,profit,higher
positive,profit,increas
positive,profit,jump
positive,profit,quicken
positive,profit,rebound
positive,profit,recov
positive,profit,rise
positive,profit,rose
positive,profit,step-up
positive,profit,surg
positive,profit,up
positive,glencore,acceler
positive,glencore,advanc
positive,glencore,award
positive,glencore,better
positive,glencore,climb
positive,glencore,doubl
positive,glencore,faster
positive,glencore,gain
positive,glencore,grow
positive,glencore,higher
positive,glencore,increas
positive,glencore,jump
positive,glencore,quicken
positive,glencore,rebound
positive,glencore,recov
positive,glencore,rise
positive,glencore,rose
positive,glencore,step-up
positive,glencore,surg
positive,glencore,up
positive,mail,acceler
positive,mail,advanc
positive,mail,award
positive,mail,better
positive,mail,climb
positive,mail,doubl
positive,mail,faster
positive,mail,gain
positive,mail,grow
positive,mail,higher
positive,mail,increas
positive,mail,jump
positive,mail,quicken
positive,mail,rebound
positive,mail,recov
positive,mail,rise
positive,mail,rose
positive,mail,step-up
positive,mail,surg
positive,mail,up
positive,trent,acceler
positive,trent,advanc
positive,trent,award
positive,trent,better
positive,trent,climb
positive,trent,doubl
positive,trent,faster
positive,trent,gain
positive,trent,grow
positive,trent,higher
positive,trent,increas
positive,trent,jump
positive,trent,quicken
positive,trent,rebound
positive,trent,recov
positive,trent,rise
positive,trent,rose
positive,trent,step-up
positive,trent,surg
positive,trent,up
positive,deal,acceler
positive,deal,advanc
positive,deal,award
positive,deal,better
positive,deal,climb
positive,deal,doubl
positive,deal,faster
positive,deal,gain
positive,deal,grow
positive,deal,higher
positive,deal,increas
positive,deal,jump
positive,deal,quicken
positive,deal,rebound
positive,deal,recov
positive,deal,rise
positive,deal,rose
positive,deal,step-up
positive,deal,surg
positive,deal,up
positive,beer,acceler
positive,beer,advanc
positive,beer,award
positive,beer,better
positive,beer,climb
positive,beer,doubl
positive,beer,faster
positive,beer,gain
positive,beer,grow
positive,beer,higher
positive,beer,increas
positive,beer,jump
positive,beer,quicken
positive,beer,rebound
positive,beer,recov
positive,beer,rise
positive,beer,rose
positive,beer,step-up
positive,beer,surg
positive,beer,up
positive,drug,acceler
positive,drug,advanc
positive,drug,award
positive,drug,better
positive,drug,climb
positive,drug,doubl
positive,drug,faster
positive,drug,gain
positive,drug,grow
positive,drug,higher
positive,drug,increas
positive,drug,jump
positive,drug,quicken
positive,drug,rebound
positive,drug,recov
positive,drug,rise
positive,drug,rose
positive,drug,step-up
positive,drug,surg
positive,drug,up
positive,pace,acceler
positive,pace,advanc
positive,pace,award
positive,pace,better
positive,pace,climb
positive,pace,doubl
positive,pace,faster
positive,pace,gain
positive,pace,grow
positive,pace,higher
positive,pace,increas
positive,pace,jump
positive,pace,quicken
positive,pace,rebound
positive,pace,recov
positive,pace,rise
positive,pace,rose
positive,pace,step-up
positive,pace,surg
positive,pace,up
positive,schroders,acceler
positive,schroders,advanc
positive,schroders,award
positive,schroders,better
positive,schroders,climb
positive,schroders,doubl
positive,schroders,faster
positive,schroders,gain
positive,schroders,grow
positive,schroders,higher
positive,schroders,increas
positive,schroders,jump
positive,schroders,quicken
positive,schroders,rebound
positive,schroders,recov
positive,schroders,rise
positive,schroders,rose
positive,schroders,step-up
positive,schroders,surg
positive,schroders,up
positive,shell,acceler
positive,shell,advanc
positive,shell,award
positive,shell,better
positive,shell,climb
positive,shell,doubl
positive,shell,faster
positive,shell,gain
positive,shell,grow
positive,shell,higher
positive,shell,increas
positive,shell,jump
positive,shell,quicken
positive,shell,rebound
positive,shell,recov
positive,shell,rise
positive,shell,rose
positive,shell,step-up
positive,shell,surg
positive,shell,up
positive,hit,acceler
positive,hit,advanc
positive,hit,award
positive,hit,better
positive,hit,climb
positive,hit,doubl
positive,hit,faster
positive,hit,gain
