direction_dependency,entity,score
proportional,stock,1.0272536687631026
proportional,finland,1.0272536687631026
proportional,sale,1.0200700766738502
proportional,contract,1.0272536687631026
proportional,maker,1.0272536687631026
proportional,profit,1.0213499120460734
proportional,quarter,1.0272536687631026
proportional,metal,1.0272536687631026
proportional,demand,1.0272536687631026
proportional,orion,1.0272536687631026
proportional,beer,1.0272536687631026
proportional,news,1.0272536687631026
proportional,helsinki,1.0272536687631026
proportional,value,1.0272536687631026
proportional,period,1.0272536687631026
proportional,earnings,1.0272536687631026
proportional,september,1.0272536687631026
proportional,year,1.0272536687631026
proportional,bank,1.0272536687631026
proportional,eur,1.0272536687631026
proportional,omx,1.0272536687631026
proportional,item,1.0272536687631026
proportional,month,1.0272536687631026
proportional,business,1.0272536687631026
proportional,group,1.0272536687631026
proportional,volume,1.0272536687631026
proportional,technology,1.0272536687631026
inversely_proportional,cost,-20.55944055944056
proportional,report,1.0272536687631026
proportional,acquisition,1.0272536687631026
proportional,system,1.0272536687631026
proportional,net,1.0272536687631026
proportional,half,1.0272536687631026
proportional,june,1.0272536687631026
proportional,product,1.0272536687631026
proportional,income,1.0272536687631026
proportional,revenue,1.0272536687631026
proportional,mln,1.0272536687631026
proportional,growth,1.0272536687631026
proportional,eps,1.0272536687631026
proportional,oyj,1.0272536687631026
proportional,order,1.0272536687631026
proportional,pct,1.0272536687631026
proportional,end,1.0272536687631026
proportional,turnover,1.0272536687631026
proportional,bn,1.0272536687631026
proportional,liter,1.0272536687631026
proportional,trade,1.0272536687631026
proportional,passenger,1.0272536687631026
proportional,brewery,1.0272536687631026
proportional,communication,1.0272536687631026
proportional,eur0,1.0272536687631026
proportional,investment,1.0272536687631026
inversely_proportional,unit,-16.153846153846153
proportional,solution,1.0272536687631026
proportional,operating,1.0172803321731696
proportional,share,1.0062893081761006
inversely_proportional,construction,-10.76923076923077
inversely_proportional,company,-2.471626733921816
