direction_dependency,entity,score
proportional,report,1.0153846153846153
proportional,pct,1.0153846153846153
proportional,technology,1.0153846153846153
proportional,konecranes,1.0153846153846153
proportional,value,1.0153846153846153
proportional,revenue,1.0153846153846153
proportional,news,1.0153846153846153
proportional,operating,1.0153846153846153
proportional,medium,1.0153846153846153
proportional,ebit,1.0153846153846153
proportional,group,1.0153846153846153
proportional,sale,1.0071294559099437
proportional,helsinki,1.0153846153846153
proportional,quarter,1.0153846153846153
proportional,year,1.0153846153846153
proportional,rate,1.0153846153846153
proportional,profit,1.0153846153846153
proportional,metal,1.0153846153846153
proportional,trade,1.0153846153846153
proportional,demand,1.0153846153846153
proportional,maker,1.0153846153846153
proportional,finland,1.0153846153846153
proportional,earnings,1.0153846153846153
proportional,income,1.0153846153846153
inversely_proportional,cost,-39.6
proportional,contract,1.0153846153846153
proportional,period,1.0153846153846153
proportional,business,1.0153846153846153
proportional,beer,1.0153846153846153
proportional,food,1.0153846153846153
proportional,euro,1.0153846153846153
proportional,volume,1.0153846153846153
proportional,eur,1.0153846153846153
proportional,oyj,1.0153846153846153
proportional,month,1.0153846153846153
proportional,end,1.0153846153846153
proportional,eps,1.0153846153846153
proportional,omx,1.0153846153846153
proportional,margin,1.0153846153846153
proportional,september,1.0153846153846153
proportional,liter,1.0153846153846153
proportional,turnover,1.0153846153846153
proportional,market,1.0153846153846153
proportional,june,1.0153846153846153
proportional,solution,1.0153846153846153
proportional,result,1.0153846153846153
proportional,system,1.0153846153846153
proportional,brewery,1.0153846153846153
proportional,order,1.0153846153846153
proportional,growth,1.0153846153846153
proportional,passenger,1.0153846153846153
proportional,cent,1.0153846153846153
inversely_proportional,price,-14.666666666666666
inversely_proportional,construction,-11.0
proportional,tax,1.0153846153846153
proportional,hel,1.0153846153846153
proportional,mln,1.0153846153846153
proportional,loss,1.0153846153846153
proportional,item,1.0153846153846153
