direction_dependency,entity,score
proportional,astrazeneca,1.1645569620253164
proportional,mail,1.1645569620253164
proportional,share,1.1645569620253164
inversely_proportional,mcfarlane,-7.076923076923077
proportional,retailer,1.1645569620253164
proportional,refile,1.1645569620253164
proportional,focus,1.1645569620253164
proportional,quarter,1.1645569620253164
proportional,shire,1.1645569620253164
inversely_proportional,statoil,-7.076923076923077
proportional,rpt,1.1645569620253164
proportional,passenger,1.1645569620253164
proportional,hotel,1.1645569620253164
proportional,britain,1.1645569620253164
proportional,rio,1.1645569620253164
inversely_proportional,slide,-7.076923076923077
proportional,dutch,1.1645569620253164
proportional,ftse,1.1645569620253164
proportional,bid,1.1645569620253164
proportional,march,1.1645569620253164
proportional,revenue,1.1645569620253164
proportional,update,1.1645569620253164
proportional,lead,1.1645569620253164
proportional,stock,1.1645569620253164
proportional,news,1.1645569620253164
inversely_proportional,city,-7.076923076923077
proportional,busch,1.1645569620253164
proportional,china,1.1645569620253164
proportional,cancer,1.1645569620253164
proportional,companiestravis,1.1645569620253164
proportional,arm,1.1645569620253164
proportional,metal,1.1645569620253164
proportional,priceline,1.1645569620253164
proportional,morning,1.1645569620253164
proportional,companiesdixons,1.1645569620253164
inversely_proportional,rbi,-7.076923076923077
proportional,primark,1.1645569620253164
proportional,brief,1.1645569620253164
inversely_proportional,slump,-4.717948717948718
proportional,relief,1.1645569620253164
proportional,johnson,1.1645569620253164
inversely_proportional,doubt,-7.076923076923077
proportional,tobacco,1.1645569620253164
proportional,petrofac,1.1645569620253164
proportional,builder,1.1645569620253164
proportional,trim,1.1645569620253164
inversely_proportional,keith,-7.076923076923077
proportional,ceo,1.1645569620253164
proportional,approves,1.1645569620253164
proportional,aviva,1.1645569620253164
proportional,sainsbury,1.1645569620253164
proportional,trent,1.1645569620253164
proportional,whitbread,1.1645569620253164
inversely_proportional,mark,-7.076923076923077
inversely_proportional,percent,-7.076923076923077
proportional,chief,1.1645569620253164
inversely_proportional,saudi,-7.076923076923077
proportional,travis,1.1645569620253164
proportional,hargreaves,1.1645569620253164
proportional,bond,1.1645569620253164
proportional,inbev,1.1645569620253164
proportional,asahi,1.1645569620253164
proportional,oil,1.1645569620253164
