sentiment,entity,directional_word
positive,september,acceler
positive,september,advanc
positive,september,award
positive,september,better
positive,september,climb
positive,september,doubl
positive,september,faster
positive,september,gain
positive,september,grow
positive,september,higher
positive,september,increas
positive,september,jump
positive,september,quicken
positive,september,rebound
positive,september,recov
positive,september,rise
positive,september,rose
positive,september,step-up
positive,september,surg
positive,september,up
positive,year,acceler
positive,year,advanc
positive,year,award
positive,year,better
positive,year,climb
positive,year,doubl
positive,year,faster
positive,year,gain
positive,year,grow
positive,year,higher
positive,year,increas
positive,year,jump
positive,year,quicken
positive,year,rebound
positive,year,recov
positive,year,rise
positive,year,rose
positive,year,step-up
positive,year,surg
positive,year,up
positive,share,acceler
positive,share,advanc
positive,share,award
positive,share,better
positive,share,climb
positive,share,doubl
positive,share,faster
positive,share,gain
positive,share,grow
positive,share,higher
positive,share,increas
positive,share,jump
positive,share,quicken
positive,share,rebound
positive,share,recov
positive,share,rise
positive,share,rose
positive,share,step-up
positive,share,surg
positive,share,up
positive,profit,acceler
positive,profit,advanc
positive,profit,award
positive,profit,better
positive,profit,climb
positive,profit,doubl
positive,profit,faster
positive,profit,gain
positive,profit,grow
positive,profit,higher
positive,profit,increas
positive,profit,jump
positive,profit,quicken
positive,profit,rebound
positive,profit,recov
positive,profit,rise
positive,profit,rose
positive,profit,step-up
positive,profit,surg
positive,profit,up
positive,quarter,acceler
positive,quarter,advanc
positive,quarter,award
positive,quarter,better
positive,quarter,climb
positive,quarter,doubl
positive,quarter,faster
positive,quarter,gain
positive,quarter,grow
positive,quarter,higher
positive,quarter,increas
positive,quarter,jump
positive,quarter,quicken
positive,quarter,rebound
positive,quarter,recov
positive,quarter,rise
positive,quarter,rose
positive,quarter,step-up
positive,quarter,surg
positive,quarter,up
positive,mln,acceler
positive,mln,advanc
positive,mln,award
positive,mln,better
positive,mln,climb
positive,mln,doubl
positive,mln,faster
positive,mln,gain
positive,mln,grow
positive,mln,higher
positive,mln,increas
positive,mln,jump
positive,mln,quicken
positive,mln,rebound
positive,mln,recov
positive,mln,rise
positive,mln,rose
positive,mln,step-up
positive,mln,surg
positive,mln,up
positive,item,acceler
positive,item,advanc
positive,item,award
positive,item,better
positive,item,climb
positive,item,doubl
positive,item,faster
positive,item,gain
positive,item,grow
positive,item,higher
positive,item,increas
positive,item,jump
positive,item,quicken
positive,item,rebound
positive,item,recov
positive,item,rise
positive,item,rose
positive,item,step-up
positive,item,surg
positive,item,up
positive,month,acceler
positive,month,advanc
positive,month,award
positive,month,better
positive,month,climb
positive,month,doubl
positive,month,faster
positive,month,gain
positive,month,grow
positive,month,higher
positive,month,increas
positive,month,jump
positive,month,quicken
positive,month,rebound
positive,month,recov
positive,month,rise
positive,month,rose
positive,month,step-up
positive,month,surg
positive,month,up
positive,period,acceler
positive,period,advanc
positive,period,award
positive,period,better
positive,period,climb
positive,period,doubl
positive,period,faster
positive,period,gain
positive,period,grow
positive,period,higher
positive,period,increas
positive,period,jump
positive,period,quicken
positive,period,rebound
positive,period,recov
positive,period,rise
positive,period,rose
positive,period,step-up
positive,period,surg
positive,period,up
positive,contract,acceler
positive,contract,advanc
positive,contract,award
positive,contract,better
positive,contract,climb
positive,contract,doubl
positive,contract,faster
positive,contract,gain
positive,contract,grow
positive,contract,higher
positive,contract,increas
positive,contract,jump
positive,contract,quicken
positive,contract,rebound
positive,contract,recov
positive,contract,rise
positive,contract,rose
positive,contract,step-up
positive,contract,surg
positive,contract,up
positive,business,acceler
positive,business,advanc
positive,business,award
positive,business,better
positive,business,climb
positive,business,doubl
positive,business,faster
positive,business,gain
positive,business,grow
positive,business,higher
positive,business,increas
positive,business,jump
positive,business,quicken
positive,business,rebound
positive,business,recov
positive,business,rise
positive,business,rose
positive,business,step-up
positive,business,surg
positive,business,up
positive,group,acceler
positive,group,advanc
positive,group,award
positive,group,better
positive,group,climb
positive,group,doubl
positive,group,faster
positive,group,gain
positive,group,grow
positive,group,higher
positive,group,increas
positive,group,jump
positive,group,quicken
positive,group,rebound
positive,group,recov
positive,group,rise
positive,group,rose
positive,group,step-up
positive,group,surg
positive,group,up
positive,volume,acceler
positive,volume,advanc
positive,volume,award
positive,volume,better
positive,volume,climb
positive,volume,doubl
positive,volume,faster
positive,volume,gain
positive,volume,grow
positive,volume,higher
positive,volume,increas
positive,volume,jump
positive,volume,quicken
positive,volume,rebound
positive,volume,recov
positive,volume,rise
positive,volume,rose
positive,volume,step-up
positive,volume,surg
positive,volume,up
positive,technology,acceler
positive,technology,advanc
positive,technology,award
positive,technology,better
positive,technology,climb
positive,technology,doubl
positive,technology,faster
positive,technology,gain
positive,technology,grow
positive,technology,higher
positive,technology,increas
positive,technology,jump
positive,technology,quicken
positive,technology,rebound
positive,technology,recov
positive,technology,rise
positive,technology,rose
positive,technology,step-up
positive,technology,surg
positive,technology,up
positive,sale,acceler
positive,sale,advanc
positive,sale,award
positive,sale,better
positive,sale,climb
positive,sale,doubl
positive,sale,faster
positive,sale,gain
positive,sale,grow
positive,sale,higher
positive,sale,increas
positive,sale,jump
positive,sale,quicken
positive,sale,rebound
positive,sale,recov
positive,sale,rise
positive,sale,rose
positive,sale,step-up
positive,sale,surg
positive,sale,up
positive,turnover,acceler
positive,turnover,advanc
positive,turnover,award
positive,turnover,better
positive,turnover,climb
positive,turnover,doubl
positive,turnover,faster
positive,turnover,gain
positive,turnover,grow
positive,turnover,higher
positive,turnover,increas
positive,turnover,jump
positive,turnover,quicken
positive,turnover,rebound
positive,turnover,recov
positive,turnover,rise
positive,turnover,rose
positive,turnover,step-up
positive,turnover,surg
positive,turnover,up
positive,net,acceler
positive,net,advanc
positive,net,award
positive,net,better
positive,net,climb
positive,net,doubl
positive,net,faster
positive,net,gain
positive,net,grow
positive,net,higher
positive,net,increas
positive,net,jump
positive,net,quicken
positive,net,rebound
positive,net,recov
positive,net,rise
positive,net,rose
positive,net,step-up
positive,net,surg
positive,net,up
positive,ebit,acceler
positive,ebit,advanc
positive,ebit,award
positive,ebit,better
positive,ebit,climb
positive,ebit,doubl
positive,ebit,faster
positive,ebit,gain
positive,ebit,grow
positive,ebit,higher
positive,ebit,increas
positive,ebit,jump
positive,ebit,quicken
positive,ebit,rebound
positive,ebit,recov
positive,ebit,rise
positive,ebit,rose
positive,ebit,step-up
positive,ebit,surg
positive,ebit,up
positive,russia,acceler
positive,russia,advanc
positive,russia,award
positive,russia,better
positive,russia,climb
positive,russia,doubl
positive,russia,faster
positive,russia,gain
positive,russia,grow
positive,russia,higher
positive,russia,increas
positive,russia,jump
positive,russia,quicken
positive,russia,rebound
positive,russia,recov
positive,russia,rise
positive,russia,rose
positive,russia,step-up
positive,russia,surg
positive,russia,up
positive,maker,acceler
positive,maker,advanc
positive,maker,award
positive,maker,better
positive,maker,climb
positive,maker,doubl
positive,maker,faster
positive,maker,gain
positive,maker,grow
positive,maker,higher
positive,maker,increas
positive,maker,jump
positive,maker,quicken
positive,maker,rebound
positive,maker,recov
positive,maker,rise
positive,maker,rose
positive,maker,step-up
positive,maker,surg
positive,maker,up
positive,margin,acceler
positive,margin,advanc
positive,margin,award
positive,margin,better
positive,margin,climb
positive,margin,doubl
positive,margin,faster
positive,margin,gain
positive,margin,grow
positive,margin,higher
positive,margin,increas
positive,margin,jump
positive,margin,quicken
positive,margin,rebound
positive,margin,recov
positive,margin,rise
positive,margin,rose
positive,margin,step-up
positive,margin,surg
positive,margin,up
positive,earnings,acceler
positive,earnings,advanc
positive,earnings,award
positive,earnings,better
positive,earnings,climb
positive,earnings,doubl
positive,earnings,faster
positive,earnings,gain
positive,earnings,grow
positive,earnings,higher
positive,earnings,increas
positive,earnings,jump
positive,earnings,quicken
positive,earnings,rebound
positive,earnings,recov
positive,earnings,rise
positive,earnings,rose
positive,earnings,step-up
positive,earnings,surg
positive,earnings,up
positive,trade,acceler
positive,trade,advanc
positive,trade,award
positive,trade,better
positive,trade,climb
positive,trade,doubl
positive,trade,faster
positive,trade,gain
positive,trade,grow
positive,trade,higher
positive,trade,increas
positive,trade,jump
positive,trade,quicken
positive,trade,rebound
positive,trade,recov
positive,trade,rise
positive,trade,rose
positive,trade,step-up
positive,trade,surg
positive,trade,up
positive,passenger,acceler
positive,passenger,advanc
positive,passenger,award
positive,passenger,better
positive,passenger,climb
positive,passenger,doubl
positive,passenger,faster
positive,passenger,gain
positive,passenger,grow
positive,passenger,higher
positive,passenger,increas
positive,passenger,jump
positive,passenger,quicken
positive,passenger,rebound
positive,passenger,recov
positive,passenger,rise
positive,passenger,rose
positive,passenger,step-up
positive,passenger,surg
positive,passenger,up
positive,news,acceler
positive,news,advanc
positive,news,award
positive,news,better
positive,news,climb
positive,news,doubl
positive,news,faster
positive,news,gain
positive,news,grow
positive,news,higher
positive,news,increas
positive,news,jump
positive,news,quicken
positive,news,rebound
positive,news,recov
positive,news,rise
positive,news,rose
positive,news,step-up
positive,news,surg
positive,news,up
positive,june,acceler
positive,june,advanc
positive,june,award
positive,june,better
positive,june,climb
positive,june,doubl
positive,june,faster
positive,june,gain
positive,june,grow
positive,june,higher
positive,june,increas
positive,june,jump
positive,june,quicken
positive,june,rebound
