direction_dependency,entity,score
proportional,share,1.0228797952367574
proportional,efficiency,1.0405156537753222
proportional,period,1.0405156537753222
proportional,sale,1.0405156537753222
proportional,business,1.0405156537753222
proportional,capital,1.0405156537753222
proportional,contract,1.0405156537753222
inversely_proportional,traffic,-3.668831168831169
proportional,profit,1.0344661441603495
proportional,eur,1.018532928695562
proportional,news,1.0405156537753222
proportional,phone,1.0405156537753222
proportional,turnover,1.0405156537753222
proportional,mln,1.0405156537753222
proportional,june,1.0405156537753222
proportional,tonne,1.0405156537753222
proportional,electronics,1.0405156537753222
proportional,group,1.0405156537753222
proportional,september,1.0405156537753222
proportional,beer,1.0405156537753222
proportional,income,1.0405156537753222
proportional,rate,1.0405156537753222
proportional,communication,1.0405156537753222
proportional,teleste,1.0405156537753222
proportional,metal,1.0405156537753222
proportional,report,1.0405156537753222
proportional,month,1.0405156537753222
proportional,item,1.0405156537753222
inversely_proportional,cost,-11.853146853146853
proportional,order,1.0405156537753222
proportional,production,1.0405156537753222
proportional,passenger,1.0405156537753222
proportional,maker,1.0405156537753222
proportional,demand,1.0405156537753222
proportional,net,1.0405156537753222
proportional,growth,1.0405156537753222
proportional,oyj,1.0405156537753222
proportional,quarter,1.0278264384853792
proportional,investment,1.0405156537753222
proportional,product,1.0405156537753222
proportional,paper,1.0405156537753222
proportional,year,1.0217676239775688
proportional,steel,1.0405156537753222
proportional,solution,1.0405156537753222
proportional,volume,1.0405156537753222
proportional,revenue,1.0405156537753222
proportional,capacity,1.0405156537753222
proportional,value,1.0405156537753222
proportional,percent,1.0058317986494782
proportional,customer,1.0405156537753222
proportional,system,1.0405156537753222
proportional,liter,1.0405156537753222
proportional,finnair,1.0405156537753222
proportional,trade,1.0405156537753222
inversely_proportional,construction,-5.707070707070707
inversely_proportional,day,-11.006493506493506
proportional,operating,1.029676949048496
proportional,time,1.0405156537753222
inversely_proportional,company,-1.3696969696969696
proportional,interest,1.0405156537753222
proportional,russia,1.0405156537753222
proportional,manufacturer,1.0405156537753222
inversely_proportional,plant,-5.707070707070707
proportional,cent,1.0405156537753222
proportional,medium,1.0405156537753222
proportional,end,1.0405156537753222
proportional,area,1.0405156537753222
inversely_proportional,result,-4.28030303030303
