headline,label
nevertheless the development can not be allowed to ruin the print newspaper which continues to be sanoma news main medium,neutral
operating profit totaled eur 5 5 mn up from eur 0 7 mn,positive
the product s front edge folding maximizes weather resilience and enables a seamless roof finish,neutral
the optimization of the steel components heating process will reduce the energy consumption,positive
yit lodged counter claims against neste oil totaling some eur25m primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project,negative
stora enso has also had meetings with the labor authorities employment and economic development centres and representatives of the government in order to find solutions,neutral
nokia will continue to invest in future development of qt for the benefit of all users both commercial and lgpl,positive
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report is an essential source for company data and information,neutral
the decision of tekes was based on among other the following grounds : the project has a significant impact on the business development of the company,neutral
eurochem head of corporate finance alexander gavrilov said : i am pleased that we have once again confirmed that eurochem is able to attract long term funds at attractive rates,positive
the bank also expects additional costs related to the dash 8 q400 jets which the group shelved in october 2007,neutral
s business sectors are building construction infrastructure construction and technical building services,neutral
the start of the negotiations relating to glaston s efficiency program was announced in october,neutral
previously the plant was expected to be completed by the end of 2008,neutral
also a seven year historic analysis is provided for these markets,neutral
okhta center area is expected to have about 700 000 square metres of office premises by 2016,neutral
the markets are almost completely controlled by three banks : nordea op bank group and sampo,neutral
global banking news 28 september 2010 tieto corporation and pohjola bank pink : pojlf are to cooperate on swift services,positive
the business is organised as of february 1 2011 in a way that production of design services is combined into one entity etteplan operations,neutral
the contracts awarded to date in connection with the system amount to a total eur 36 million,neutral
the combined value of the planned investments is about eur 30mn,neutral
the sale of savcor face to cencorp will result in a profit or loss which can not yet be determined owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates,neutral
the total value of the agreement is usd4 0 m the company said,neutral
of the company s net sales 38 was acquired in finland 21 in other european countries 40 in asia and 1 in the us,neutral
finnish automation solutions developer cencorp corporation omx helsinki : cnc1v issued on thursday 18 september a profit warning for the third quarter of 2008,negative
ruukki s delivery includes steel structures including installation for krakeroy bascule bridge and steel piles for the bridge foundations,neutral
russian officials inspected the damage and gave the vessel permission to continue to tallinn at around 4 30 a m the norwegian registered m t sten nordic was carrying 11 000 tons of gas oil and was manned by a filipino crew,neutral
the expanded agreement covers the sale marketing and distribution of benefon s navigation and locator devices in china,neutral
no financial details were available,neutral
finnish financial group aktia s operating profit for 2009 increased to eur 47 0 mn from eur 6 6 mn in 2008,positive
finnish vaahto group that provides paper making technology and process machinery is starting negotiations concerning the temporary lay offs of all 140 employees at the company s plants in hollola and tampere in finland,negative
outotec s delivery covers the engineering supply and construction of a circulating fluid bed calcination plant with a capacity of 1 600 tons of alumina per day,neutral
however simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries orion added,positive
finnish printed circuit boards pcbs maker aspocomp group oyj said on december 4 2006 it named henry gilchrist senior vice president of the group s asian operations as of january 8 2007,neutral
after completion of the acquisition poyry s oil and gas expertise will cover multi discipline engineering and consulting services across the complete oil and gas asset lifecycle including deepwater engineering services,neutral
about dopplr dopplr is a service for smart travellers,neutral
finnish suominen corporation that specialises in wet wipes nonwovens and flexible packaging reports net sales of eur 44 1 mn in the second quarter of 2010 up from eur 43 3 mn in the second quarter of 2009,positive
these include software development for internet and mobile telephone content communications value added software financial services security applications systems integration and electronics ebrd informed,neutral
since the registration of the shares subscribed in a directed share issue the new number of panostaja shares and voting rights is 41 733 110,neutral
ova press has a 60 stake in the joint venture while imsm holds a 40 stake,neutral
cash flow from operating activities before investments was eur 7 6 million eur 2 5 million,neutral
both operating profit and turnover for the nine month period increased respectively from eur2 4 m and eur43 8 m as compared to the corresponding period a year ago,positive
oriola kd is a spin off of finnish pharmaceutical group orion oyj s wholesale division,neutral
finnish talvivaara mining co hel : tlv1v said thursday it had picked bofa merrill lynch and jpmorgan nyse : jpm as joint bookrunners of its planned issue of convertible notes worth up to eur250m usd332m,neutral
incap furniture is presently negotiating staff cuts,negative
in russia raisio s food division s home market stretches all the way to vladivostok,neutral
strategic and operational business information is objectively reported,neutral
the eur17m contract includes both design and construction works,neutral
the transaction is expected to be finalized by dec 2009,neutral
the business development initiatives in north america are headed by lynn shanahan,neutral
the finnish investment company sponda is conducting negotiations to acquire the business center dukat palace 2 located in the center of moscow from london & regional properties,neutral
paper companies were in negative territories with stora enso r shedding 1 62 pct to 12 73 eur upm kymmene down 0 80 pct at 18 64 eur and m real b 0 18 pct lower at 5 57 eur,negative
pharmaceutical market in netherlands global research & data services published recently a market analysis about the pharmaceutical markets in netherlands,neutral
active shipping is essential for finland,neutral
satama and trainers house will remain as names and independent brands of the business areas,neutral
the core of solidium s investment strategy is proper value enhancing asset management of the current holdings,positive
we make available the following brand new market analyses cement pakistan cement malaysia cement taiwan cement philippines these analyses give a clear overview of the actual situation and future outlook of the cement industry in some asian countries,neutral
the department store division reported an increase in sales of 4 per cent,positive
cramo group s financial targets for 2010 2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent,positive
the current reference grade instruments are challenging to operate due to their high price and complexity for routine use,negative
the share of the share capital of both above mentioned shareholders remains below 5,neutral
according to business media reports usmanov planned to transfer his megafon stake to the state controlled svyazinvest in exchange for a stake in the merged rostelecom,neutral
the value of this kind of order amounts usually between euro 2 and 3 million,neutral
talvivaara is listed on the london stock exchange main market and nasdaq omx helsinki and is included in the ftse 250 index,neutral
profit before taxes was eur 5 4 mn up from eur 3 6 mn a year earlier,positive
the parties have agreed not to disclose the price of the deal the group said in a press release,neutral
finnish pharmaceuticals company orion s net sales rose to eur 190mn in the first quarter of 2009 from eur 180mn in the first quarter of 2008,positive
the new apartment block is going up very close to the city center explained chairman of the board of as yit ehitus priit sauk,neutral
the contract was signed in august with papua new guinea based lihir gold ltd asx : lgl,positive
finnish newspaper publisher sanoma of media group sanomawsoy is merging its free sheets uutislehti 100 and metro as of mid september 2008 to form a new free sheet to be named metro,neutral
according to the notification the holdings of ameriprice inc and its group companies are now in total 808 973 shares which represent 3 582 of tekla ¦ s shares and voting rights,neutral
the sale comprising the margarine business in finland and poland follows the approval of the polish competition authorities earlier in october,neutral
more than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries,neutral
pharmaceutical market in italy global research & data services published recently a market analysis about the pharmaceutical markets in italy,neutral
teleste bk optiflex amplifier products will be used in ongoing capacity upgrade of kdg s network to bi directionality,neutral
alexandria va oct 23 hans otto scheck of espoo finland has developed a method of identifying remote radio units in a communication system,neutral
elite residence tower a new development by tameer is located at the heart of dubai marina,neutral
3 january 2011 scandinavian lenders sampo bank hel : samas pohjola bank hel : poh1s and svenska handelsbanken sto : shb a have provided a eur160m usd213m line of credit to lemminkainen oyj hel : lem1s the finnish construction firm said on friday,neutral
at the end of march 2009 the company s loans amounted to eur 10 113 mn,neutral
in september 2010 the finnish group agreed to buy danish company rose poultry a s for up to eur23 9 m in a combination of cash and stock,positive
luna took fifth place on six under 207 a shot behind spain s beatriz recari and germany s martina eberl while welsh player becky brewerton was the highest placed british finisher sharing seventh place on three under 210 after shooting 71,neutral
bawag is to issue a benchmark covered deal,neutral
finnish forest machinery manufacturer ponsse s net sales grew to eur 51 3 mn in the first quarter of 2010 from eur 37 5 mn in the corresponding period in 2009,positive
a in august 2007 latvijas finieris ordered all production lines for a new green veneer mill to be built in ukmerge central lithuania,neutral
the order includes 48 ship cranes that will be delivered for 12 container feeders to be built at wenchong shipyard in china,neutral
the total restructuring costs are expected to be about eur 30mn of which eur 13 5 mn was booked in december 2008,neutral
elisa said mobile subscriptions grew 7 percent during 2007 mainly because of customers adopting so called third generation mobile technology,positive
changes to the as built models from the design were communicated to the subcontractors to accommodate them into the steel and grc glass reinforced concrete fabrication process,neutral
