headline,label
gkn to buy fokker technologies for 706 mln euros,positive
severn trent profit up as customer complaints fall,positive
fda panel backs safety updates for astrazeneca takeda drugs,negative
two former barclays traders face retrial over libor,negative
standard chartered faces fresh claims of iran sanctions violations,negative
companiestesco bumps up pay for store staff,positive
johnson matthey profit lifted by metals unit sale,positive
dbs julius baer emerge as potential bidders for barclays asia wealth unit,positive
barclays hit with record fine as six banks settle forex scandal,negative
kinder morgan and bp form joint venture limited liability company to purchase,positive
refile aviva investors to move 34 bln euros in assets from axa fund arm,negative
update 1 bg group s record output limits oil price fallout,positive
weir group offloads two renewables units,positive
bg group still happy with shell s $70 billion offer,positive
sainsbury s share price: grocer launches click and collect,positive
why i d buy arm holdings plc and bhp billiton plc today,positive
astrazeneca wins us approval for longer use of blood thinner,positive
merkel s government said to support deutsche boerse lse merger,positive
weir leads ftse lower after oil price profits warning,negative
shire in talks with baxalta shareholders,positive
update 2 easyjet sees better first half on lower fuel bill,positive
update 1 rio tinto to sell aluminium assets in $1 bln deal paper,positive
tesco said to discuss central and eastern european unit sale,positive
update 2 prudential will see strong first half earnings outgoing ceo says,positive
bhp billiton says no settlement yet on brazil dam disaster,negative
weir group says first half profits will be slightly ahead of expectations,positive
tesco closes in on new chairman with dixons carphone s john allan in the frame,positive
glaxosmithkline set to complete $20 billion novartis asset swap next week,positive
fastjet slams easyjet founder stelios for going public is taking legal advice over letter about contractual,negative
britain facing winter of blackouts as national grid warns of tightest power,negative
fda approves nps drug in move validating shire takeover deal,positive
rbs warns of higher misconduct charges obstacles ahead,negative
intertek group announces strategic update outlining its plan,positive
greene king s third quarter sales boosted by festive season,positive
aviva shuts friends life head office in rapid integration move,negative
nyse owner ice may gatecrash deutsche boerse lse merger,positive
barclays ceo poaches risk head from jp morgan,negative
lse deutsche boerse merger would signal end to exchange mega deals,positive
ao world shares tumble on profit warning,negative
barclays said to shrink bonus pool to less than 2 billion pounds,positive
barclays plc & lloyds banking group plc are the 2 banks i d buy today,positive
companiesab inbev signals it won t go hostile for sabmiller,positive
dixons carphone says cyber attack may have exposed customers data,negative
update 1 nomura rbs must pay $806 mln in mortgage bond case us judge,negative
warren buffett s awesome feat at berkshire hathaway revisited,positive
bunzl backs 2015 view buys more businesses,positive
tesco share price jumps as q3 sales top estimates,positive
uk winners & losers: aviva and friends life lead ftse 100 gainers,positive
prudential shares halted in hong kong pending announcement,negative
update 1 seattle flotilla protests shell s arctic drilling plans,negative
lloyds wins right to buy bonds back early to save 1 billion pounds,positive
diageo shares surge on report of possible takeover by lemann,positive
sainsbury sells unit to lloydspharmacy,positive
update 5 buffett pays high price for precision castparts,positive
sab s chairman digs in with board divided on inbev offer,positive
update 1 lloyds to cut 945 jobs as part of 3 year restructuring plan,negative
us doj antitrust unit subpoenas mylan over pricing of doxycycline,negative
sharm el sheikh: easyjet axes all flights to egypt s leading holiday resort,negative
companiesactelion shares hit record on shire takeover talk,positive
standard chartered share price: aberdeen ceo would back potential capital increase,positive
sse cuts gas prices by 4 1 to become fifth of big six providers to slash energy,negative
breakingviews: iag can pay more for aer lingus,positive
uk s ftse hits new record highs as crh climbs,positive
ab inbev to sell more sab assets as seeks eu deal approval,negative
prudential financial quarterly profit rises 64 pct,positive
fda approves shire s vyvanse for binge eating disorder,positive
standard life shuts â£2 9bn property fund after investors rush to withdraw money post brexit,negative
update 1 berkshire applies to boost wells fargo stake above 10 pct,positive
industry newswood group wins multi million dollar contract with bp,positive
arm swings to profit in fourth quarter,positive
ftse boosted by dixons carphone with fed in focus,positive
uk government sells more lloyds shares cuts stake to below 12 percent,negative
four former barclays bankers jailed over libor,negative
prudential hit by withdrawals from m&g investment arm,negative
italy probes shell s role in purchase of nigerian oil block,negative
bilfinger industrial services win â£100m bp contract extension,positive
us stocks wall st rises on berkshire deal china stimulus hopes,positive
valeant s pearson says timing of return uncertain,negative
bhp s iron ore outlook holds little cheer for small miners,negative
easyjet leads britain s ftse lower as global bond rout resumes,negative
tesco s boardroom clearout continues,negative
five years after bp oil spill some gulf oystermen are losing hope,negative
barclays names mike bagguley as chief operating officer of investment bank, neutral
marketsshire up 2 5 and baxalta up 6 on $32bn deal,positive
auto trader share price surges as company floats on lse,positive
old mutual to split up may list some businesses,positive
london midday briefing: kingfisher s french expansion hits the rocks,negative
rbs pays $1 7 billion to scrap u k treasury s dividend rights,positive
bp s head of exploration richard herbert departs,negative
us cancels arctic offshore lease sale after shell drops interest,negative
companieskingfisher bid for mr bricolage runs into trouble,negative
former aviva investors analyst mothahir miah banned and fined â£139000 by fca,negative
randgold resources third quarter profit slips despite record production,negative
bp cuts capex for third time this year to deal with weak oil,negative
glencore cuts 2015 budget plans to divest from lonmin,negative
companiessanofi poaches immunology expert from astrazeneca,negative
legal & general share price: finance chief to step down,negative
oilfield services firm petrofac s debt shoots up 50 per cent,negative
standard chartered rbs escape capital raising in stress test,positive
indy future in doubt as johnston press lines up deal for i,positive
tullow oil suspends dividend amid oil price fall,negative
update: easyjet passenger numbers aer lingus traffic up in february,positive
ftse edges up as investors cheer kingfisher results,positive
rbs invites pitches for broker role ahead of privatisation sources,positive
rio approves $5 3 billion oyu tolgoi copper mine expansion,positive
admiral and schroders lift ftse with profits surge,positive
tesco to axe 10000 jobs in simplification drive to cut costs by 30 per cent,positive
dixons carphone profit boost on strong sales,positive
companiesnational grid lines up sale of gas business,positive
merged lse and deutsche bã¶rse would be led by germany s kengeter,positive
london open: taylor wimpey and ashtead drive markets higher barclays falls,positive
update 1 bp reports worst annual loss in at least 20 years cuts more jobs,negative
how kraft heinz merger came together in speedy 10 weeks,positive
no pay hikes this year at rio tinto as mining slump bites,negative
tata steel working with stanchart for uk unit sale source,positive
bae systems lines up oil exec woodburn as next ceo source,positive
mongolia and rio tinto agree $5bn oyu tolgoi mine expansion,positive
global markets stocks gain on royal dutch shell bid oil slumps,positive
companies severn trent expects costs hit from inflation,negative
saudi aramco shell plan to break up motiva divide up assets,negative
bhp billiton to lower copper production costs,positive
ab inbev to sell sabmiller stake in china s snow beer,positive
brazil vale says will appeal ruling to block assets for dam burst,negative
petrofac books further â£30m cost for shetland gas terminal delays,negative
shell s profits hit by further slide in oil prices,negative
nyse owner ice considers offer for lse,positive
astrazeneca to buy zs pharma for $2 7 billion,positive
travis perkins hikes dividend 20 as profit and revenue rise,positive
update 2 pricey beers lift sabmiller s quarterly underlying sales,positive
astrazeneca wins fda approval for key new lung cancer pill,positive
direct line rings up higher profit,positive
update 3 stifel to buy former lehman brokerage from barclays,positive
old mutual faces backlash over â£9m chief exec payout plan,negative
easyjet traffic hit by air traffic controller strikes and terrorism,negative
sanofi poaches astrazeneca scientist as new research head,positive
ab inbev launches sab bid to sell millercoors stake,positive
reaching new depths: glencore s $5bn loss,negative
britain s ftse led lower by itv william hill,negative
osborne extends lloyds sell off plan,negative
ihg agrees $938 sale of intercontinental hong kong,positive
hsbc appoints business leaders to board,positive
arm royalties accelerate as smartphone market regains strength,positive
amazon to attack uk grocery market with morrisons deal,positive
bp pay boss feels the heat from revolt over dudley s â£14 million,negative
new bg group ceo helge lund starts earlier than expected,positive
fca set to fine lloyds record â£100m over ppi,negative
barclays considers acquisition to help split off retail arm,positive
astrazeneca shares climb 3 as drug maker ups profits forecasts,positive
dyson wants to create a hair dryer revolution,positive
british taxpayers stake in lloyds falls below 22 percent,negative
severn trent share price rises as first half profit inches up as customer,positive
moves ex shadow minister mcclymont joins aberdeen asset management,positive
primark plots expansion in us and europe,positive
news feedftse 100 movers: ashtead jumps on strong interims; glencore bp in,positive
update: astrazeneca s selumetinib gets orphan drug label good azd9291,positive
despite sales growth uk s tesco cautions recovery to be bumpy,negative
centrica extends gas deals with gazprom statoil,positive
uk s ftse climbs to record closing high as standard chartered surges,positive
royal dutch shell to buy bg group for nearly $70 billion,positive
sse share price: peterhead station to supply voltage support to national grid,positive
national grid profit up 15 ; gas sale on track,positive
berkshire shareholders pepper warren buffett with some hard questions,negative
u s debt lures schroders as ecb depresses rates,positive
struggling morrisons pays out â£3m to sacked boss dalton philips â€ with more to,negative
shire rises as dry eye treatment sails through trial,positive
britain s ftse gains land securities up after dividend hike,positive
l&g still paying price for dividend cut during crisis chief says,negative
london stock exchange shareholders vote on merger deal under brexit cloud,negative
rbs bosses ordered to go out and meet small firms,positive
activist fund tci backs german takeover of london stock exchange,positive
meggitt agrees to buy us aerospace component firm for $340 million,positive
shire share price: group releases full year results,positive
hargreaves lansdown bucks weak markets to see assets rise 2 6 percent,positive
is trouble brewing at legal & general group plc and aviva plc,negative
whitbread eyes savings price rises to offset wage rises,positive
european shares fall on chinese import data sabmiller soars,positive
glencore blames rivals for creating metals glut,negative
tesco says recovery on track asks investors to be patient,positive
standard life impresses as fee based products offset annuities slump,positive
us walrus protections hit shell s arctic drilling plan,negative
uk morning briefing: sky and hargreaves lansdown bookend ftse 100,positive
ackman in email says supports valeant ceo pearson,positive
retail giant kingfisher reports solid start to the year,positive
johnson matthey sells research chemicals unit to thermo scientific,positive
meggitt plc crashes 20 on profit warning: is it now a buy,negative
astrazeneca s good deal turns bad,negative
sabmiller buys meantime to quench thirst for craft beer,positive
berkshire bought apple stake at $99 49 a share filing shows,positive
shares in bae systems hit 10 month high on rating upgrade,positive
barclays credit suisse strike record deals with sec ny over dark pools,negative
update 6 royal dutch shell pulls plug on arctic exploration,negative
the sustainability of royal dutch shell s dividend, neutral
centrica urges policy overhaul as it warns of looming gap in uk energy supplies,negative
diageo sells wine businesses for 320m pounds,positive
wpp s sir martin sorrell is highest paid ftse 100 chief executive,positive
astrazeneca bags another cancer drug deal this time with inovio,positive
clinigen chosen by astrazeneca to manage access programme for next,positive
barclays bad bank chief to step down,negative
bae systems cuts earnings target for 2015 and 370 jobs,negative
lloyds banking group eyes return to dealmaking with mbna bid,positive
glencore slashes 2015 capex budget as annual profits slip 2,negative
companieshome retail trims gains but is considered in play,positive
barclays says has spent $150 million on us living will,negative
update 1 cypress semiconductor offers to buy integrated silicon solution,positive
land securities warns of rent rises,negative
tesco loses two more directors as garfield and tammenoms step down,negative
are arm holdings plc domino s pizza group plc and asos plc 3 must have growth stocks, neutral
broker tips: rbs croda sage,positive
astrazeneca digs into precision medicine with lung heart deals,positive
horizonte acquires neighbouring glencore nickel property in brazil,positive
british american tobacco first half sales hurt by currency moves,negative
goldman sachs barclays hsbc downplay brexit threat, neutral
dixons carphone profit beats forecast in first year since merger,positive
glaxosmithkline heart drug flops in study shingles vaccine on track,negative
sports direct boss mike ashley summoned to westminster for questioning over the treatment of workers,negative
rbs becomes a shadow of its former self,negative
update 1 eu regulator backs approval for gsk injectable asthma drug,positive
the latest: buffett says cuts will pay off at kraft heinz,positive
peroni and grolsch put up for sale as ab inbev plans acquisition of sabmiller,positive
industry newspetrofac secures $250m north sea contract,positive
update 3 bp settles oil spill related claims with halliburton transocean,negative
london stock exchange shareholders approve merger with deutsche bã¶rse,positive
associated british foods profit hit by strong sterling tough sugar business,negative
tesco sales recover as focus returns to core business,positive
questor share tip: mondi shares jump 10pc on strong start,positive
barclays launches first 100 mortgages since crisis,positive
earnings surge as fund manager schroders reports a record year,positive
update 1 shire steps up drive to get baxalta talking after $30 bln bid,positive
glencore studies possible ipo for agricultural trading business,positive
london stock exchange group s quarterly revenue rises 12 percent,positive
balfour beatty plc set to reinstate dividend and rival national grid plc and centrica plc once more,positive
pfizer to cut 120 jobs with closure of cambridge r&d centre,negative
valeant ceo pledges to heed critics after painful experience,negative
tesco criticised for disgraceful advert showing domestic worker being slapped,negative
bhp billiton posts big loss slashes dividend,negative
metals zinc soars 10 pct fuelling metals surge after glencore cuts output,positive
diageo offloads major wine interests,negative
us judge rules that bp spill smaller than feared,positive
prudential knocked after investors withdraw â£3 9bn from m&g,negative
arm profits and sales up as shift away from mobile gains pace,positive
clydesdale bank hit with record ppi fine for unacceptable staff lies,negative
carnival corporation and china merchants group sign memo of understanding,positive
unilever continues to battle soft demand,negative
sale of tesco s clubcard business to wpp on the verge of collapse,negative
reluctant shareholder george osborne loses patience with rbs,negative
greenpeace protest of bp forces british museum to close,negative
royal mail chairman donald brydon set to step down,negative
reed elsevier shares cool after profit dip,negative
glaxosmithkline beats profit forecasts despite advair hit lower margins,positive
royal mail hands chief executive moya greene a 13 rise in her pay package,positive
barclays bonds rise as lender cuts dividends to shore up capital,positive
royal mail share price edges lower as group raises stamp price,negative
hammerson jv partner secure ownership of ireland s dundrum quick facts,positive
barclays poised to replace sir mike rake as he heads for exit,positive
aviva friends life top forecasts ahead of 5 6 billion pound merger,positive
south africa approves sabmiller coke bottling deal with conditions,positive
companiesuk government lines up â£2bn lloyds retail share sale,negative
ftse ends higher; 3i group leads after strong earnings,positive
britain s ftse rises led up by glencore surge,positive
companiesglencore s annual results beat forecasts,positive
astrazeneca diabetes drug combination faces delay after fda rebuff,negative
companiesdiageo stays neutral on india boardroom turmoil, neutral
shire share price under pressure after $32bn baxalta deal,negative
astrazeneca sells rights to anaesthetics to south africa s aspen,positive
ftse ends lower on weaker miners tesco outperforms,positive
ftse 100 moves lower but hsbc outperforms,positive
companiescentrica shares drop 7 amid capital raise,negative
companiespound to boost abf for now but mixed impact ahead,positive
l&g fund arm nikko asset management sign bond fund distribution deal,positive
shire offers to buy baxalta for $30 billion,positive
morrisons share price: group trading director departs as management cull,negative
shire to buy nps for $5 2 billion to boost rare disease drugs,positive
barclays share price subdued as bank faces fresh forex probe,negative
copper prices up on glencore cuts to zinc supply,positive
morrisons escapes ftse relegation,positive
warren buffett s berkshire hathaway buys stake in apple,positive
buffett s berkshire delivers 9 8 profit growth,positive
companiessmith & nephew flops 6 8 to foot of ftse 100,negative
ocbc to buy barclay s wealth management unit in singapore hong kong,positive
companies raise less money on london stock exchange in 2015,negative
friends life lifts profits 38 and hikes divi ahead of proposed aviva takeover,positive
update 1 oil major bp freezes pay in 2015 to cut costs,negative
lse group names former sec head schapiro non executive director,positive
conagra names former hillshire farms ceo connolly to top post,positive
barclays brands financier amanda staveley s $1bn claim as misconceived,negative
shire ceo steps up drive to get baxalta board talking,positive
5 years after bp spill: what s changed in offshore drilling,negative
imi posts drop in first quarter organic revenue; warns on full year,negative
easyjet targets business travellers with new perks,positive
companiesshell sells stake in showa shell sekiyu for $1 4bn,negative
royal mail and workers union agree pay deal,positive
entertainment one dispels itv takeover rumours,positive
bhp residents brace as cyclone stan nears australian coast,negative
former schroders trader sentenced to 2 years in prison,negative
astrazeneca sells caprelsa rights to sanofi unit,positive
credit suisse poaches prudential s thiam for asian push,negative
fresnillo production surges but profit hit by lower prices,positive
kraft cadbury s and britvic in total recall: how pulling a product affects profit,negative
royal bank of scotland chair hints brexit turmoil will delay government sale,negative
mcewan will be nursing rbs through more struggles yet,negative
hargreaves lansdown share price falls as costs mount although pensions,negative
eu drops shell bp statoil from ethanol benchmark investigation,positive
royal mail share price: postal service issues trading update,negative
lloyds is cutting more than 600 jobs and shutting 21 branches,negative
primark racks up a happy christmas after strong sales,positive
commentopening quote: tesco; premier foods jilted; fca on ipos, neutral
wolseley profit up 18 warns on revenue growth,positive
royal mail needs to deliver on modernisation plans post haste,negative
glencore shares enjoy bounce back after hong kong led surge,positive
u k shares extend rebound for second day as easyjet surges,positive
easyjet to pass on lower fuel prices to customers,positive
update: cib legal & general sell egyptian life joint venture to axa,positive
2 turnaround buys for 2016 bhp billiton plc and home retail group plc,positive
intercontinental hotels denies exploring sale or merger, neutral
lse gets hong kong regulatory nod to hk firms to become lse members,positive
bunzl blames weakness in united states for first half revenue slowdown,negative
morrisons store closures: 900 jobs to go as 11 branches are closed due to,negative
astrazeneca profit down as sales of stalwarts fade,negative
should you buy associated british foods plc great portland estates plc and dunelm group plc following today s news,positive
sunday papers: shire told to raise its offer by baxalta investors,positive
shell to lay off another 2200 staff,negative
ab inbev attacks sabmiller bid rebuffal,negative
press: us high frequency lawsuit against barclays dismissed reuters,positive
fda approves astrazeneca drug for advanced lung cancer,positive
news feedftse 100 movers: lse surges as ice says mulling offer; ashtead and barclays tank,positive
intertek profit up 16 1 ; expects to meet forecast,positive
glencore sells $2 5 billion stake in agriculture unit,positive
barclays deutsche bank fight to lift profit just got harder,negative
ceo of berkshire s gen re to retire; jain s role grows,negative
united utilities fy profit up 3 5 ; to boost capex,positive
update 1 shire takes q2 earnings pain for long term gain,negative
royal dutch shell plc: shell updates on alaska exploration, neutral
shell share price: standard life announce position against bg acquisition,negative
rbs hands â£3 3m of shares to top staff,positive
stanchart may see white knight takeover on painful recovery clsa,negative
update 1 astrazeneca sells rare cancer drug to sanofi for up to $300 mln,positive
cuadrilla and protesters await lancashire fracking decision,negative
companiestesco sheds harris & hoole coffee shops,positive
big account wins keep ad group wpp at front of pack,positive
tesco sales rise shows tentative recovery continues,positive
fears primark growth is starting to falter,negative
can christmas save sainsbury s plc and tesco plc,negative
companiesex city watchdog turner joins prudential board, neutral
whitbread boss andy harrison defends sales fall as just a blip,negative
standard life hit by unprecedented number of calls on pension freedoms,negative
glencore agrees to sell minority stake in agriculture business,positive
astrazeneca s patent on asthma drug invalidated by us court,negative
british american tobacco drops and sues pwc over pollution scandal,negative
rio tinto reaffirms goal for iron ore output,positive
arm shrugs off smartphone slowdown as newer designs win share,positive
insight britain s bank tax jump threatens to push hsbc stanchart to new home,negative
sotheby s chairman takes his final sale,negative
rbi surprises street; sensex pares gains after hitting mount 30k,positive
us urges final approval of $20 billion bp oil spill pact,negative
oil majors like royal dutch shell chevron bp fail to find reserves to counter,negative
priceline s stock jumps to new high for the year after barclays upgrade,positive
old mutual share price: wealth unit seen as blue chip company,positive
update 2 exchanges barclays win dismissal of us high frequency trading case,positive
investors remain skeptical about shell bg deal,negative
rbs will reportedly appoint howard davies as its next chairman,positive
rolls royce wins $9 2 billion order from emirates airline,positive
update 1 glencore flags sale of some australia chile assets,positive
gabon considering back tax penalties against royal dutch shell,negative
intercontinental exchange opts not to bid for london stock exchange,negative
update 1 uk government would oppose any takeover of bp ft,negative
barclays said to cut 150 at investment bank as mccormick departs,negative
glencore sells shares to raise $2 5 billion and reduce debt,positive
hargreaves landown slides on trading update,negative
worldpay readies for â£6bn london float,positive
standard chartered not raising capital yet as dividend cut,negative
commentopening quote: pay day moans; profits slump for lloyds; mars mission,negative
barclays reports 8 fall in annual profits,negative
severn trent profit offsets interest rate swap losses,positive
rolls royce to ensure compliance after petrobras bribery report,negative
tesco rebounds as buyers sense a bargain,positive
bp agrees to $18 7b penalty for oil spill; the tricky science behind,negative
update 1 gsk linked investigator freed early from china jail source,positive
irish said chasing standard chartered rbs as brexit vote nears,positive
astrazeneca suffers setback after drug fails to treat eye cancer,negative
helge lund moves to bg a month early,positive
shell fined by scottish court for 2011 north sea oil spill,negative
barclays not convinced by gains in south african stocks: chart,negative
beach holiday demand helps lift clouds for easyjet,positive
gsk aims to file up to 20 new drugs for approval by 2020,positive
unilever returns to cuba in joint venture with state,positive
bp reports $583 million loss in first quarter,negative
bp to pay investors $175m over gulf spill claims,negative
marketsus industrials lag as barclays dims view,negative
former barclays traders stand trial in libor case,negative
royal bank of scotland becomes facebook customer,positive
update 3 auto trader shares leap in uk s biggest private equity backed listing,positive
update 3 ex barclays director accused by us of illegal tips to plumber,negative
hsbc chief hit with tax avoidance scandal,negative
asahi could be about to snap up more of sabmiller s beers ahead of ab inbev sale,positive
fda panel backs glaxo asthma drug for adults not adolescents,positive
france raises concerns over proposed lse deutsche boerse deal,negative
press: hsbc chairman hints bank may retain uk domicile tel,positive
companiesroyal mail swerves new pricing regulations,negative
meggitt acquires cobham advanced composites unit for usd200 million,positive
exxon beaumont cdu overhaul to be slowed by accident: sources,negative
ab inbev approaches sabmiller to explore $250bn tie up,positive
companiescompass serves up half year profit rise,positive
ftse steadies around 2 month low diageo shares surge,positive
ab inbev to sell peroni and grolsch,positive
glencore fight back over debt fears lifts shares,positive
morning agenda: shire s deal for nps,positive
hsbc standard chartered lead asia bank rout as u k votes out,negative
persimmon shares nudge higher as housebuilder sees strong 2014,positive
uk christmas power demand to be lowest in 16 years â€ national grid,negative
glencore shares rally after miner hits back,positive
aldi and lidl expansion plans speed ahead as tesco sainsbury s morrisons,positive
crh s concrete bid for holcim lafarge assets,positive
bae systems banks on us defence spending to fix sales slide,negative
buffett s berkshire builds deere stake dumps exxon,positive
persimmon sees post election pick up,positive
spain s caixabank launches new takeover bid for banco bpi,positive
sse faces profiteering accusations despite 5 3 cut in gas charges,negative
walmart still selling maryland t shirts featuring the outline of massachusetts,positive
british american tobacco says would fight uk plain packaging law,negative
glencore slumps 25 pct as debt fears grow,negative
britain s ftse steadies supported by dixons carphone,positive
bp shares tumble after $2 2bn fourth quarter loss,negative
companiesaberdeen asset mgt reports 10th consecutive quarterly outflows,negative
bg group ships first lng from queensland curtis,positive
ftse falls to 3 month low on greek debt concerns easyjet skids,negative
why i would put j sainsbury plc in my trolley before wm morrison supermarkets,negative
astrazeneca share price: acerta deal pays off with orphan drug status,positive
caixabank dos santos agree on plan for bpi angola exposure,negative
barclays s next ceo should be investment banker aberdeen says,positive
itv merger reports boost footsie stocks,positive
ice said to start lining up financing for lse bidding war,positive
companiesunilever sales lifted by ice cream in soft economy,positive
wolseley helps lift ftse from losses,positive
ftse 100 movers: bg group leads the charge as resource stocks jump,positive
aviva plans to up pay out ratio says too soon to judge brexit impact,positive
wolseley says nicholls won t join as finance chief,negative
berkshire discloses unit s ties to iran opens probe,negative
australian mining slowdown hits aggreko,negative
tsb boss: current account switching must be simpler,negative
trading expertbroker recommendationsubs ups rbs to buy as it re initiates coverage on uk banks,positive
tesco to pay $12 million to settle us lawsuit,negative
bp chairman defends ceo bob dudley s pay increase,positive
why shell cut ties to conservative lobby group over climate change, neutral
companiescar insurer hastings group driving â£180m ipo,positive
schroders posts fy profit beat replaces ceo and chairman in board shake up,positive
uk serious fraud office seeks retrial of two former barclays libor traders,negative
pearson in talks to sell its stake in the economist group,positive
sales boost for new morrisons chief david potts as tesco turnaround stalls,negative
britain s ftse bounces back mondi and barratt lead,positive
stars aligned for ab inbev s megabrew merger plan,positive
tesco sells blinkbox and broadband service to talktalk,positive
aviva fined $27 million by u k regulator over fee failings,negative
