direction_dependency,entity,score
proportional,investment,1.0338645418326693
proportional,finland,1.0338645418326693
proportional,month,1.0338645418326693
proportional,metal,1.0338645418326693
proportional,item,1.0338645418326693
proportional,service,1.0338645418326693
proportional,news,1.0338645418326693
proportional,quarter,1.0338645418326693
proportional,profit,1.0279227915922518
proportional,contract,1.0338645418326693
proportional,group,1.0338645418326693
proportional,demand,1.0338645418326693
proportional,turnover,1.0338645418326693
proportional,sale,1.02658380562258
proportional,beer,1.0338645418326693
proportional,paper,1.0338645418326693
proportional,business,1.0338645418326693
proportional,year,1.0338645418326693
proportional,income,1.0338645418326693
proportional,passenger,1.0338645418326693
proportional,oyj,1.0338645418326693
proportional,september,1.0338645418326693
proportional,report,1.0338645418326693
proportional,cent,1.0338645418326693
proportional,index,1.0338645418326693
proportional,revenue,1.0338645418326693
proportional,period,1.0338645418326693
proportional,margin,1.0338645418326693
proportional,earnings,1.0338645418326693
proportional,volume,1.0338645418326693
proportional,property,1.0338645418326693
proportional,march,1.0338645418326693
inversely_proportional,construction,-11.448529411764707
proportional,teleste,1.0338645418326693
proportional,half,1.0338645418326693
inversely_proportional,cost,-16.43891402714932
proportional,june,1.0338645418326693
proportional,net,1.0338645418326693
proportional,system,1.0338645418326693
proportional,mln,1.0338645418326693
proportional,today,1.0338645418326693
proportional,solution,1.0338645418326693
inversely_proportional,share,-1.1972318339100345
proportional,capital,1.0338645418326693
proportional,liter,1.0338645418326693
proportional,growth,1.0338645418326693
proportional,product,1.0338645418326693
proportional,maker,1.0338645418326693
proportional,manufacturer,1.0338645418326693
proportional,line,1.0338645418326693
proportional,order,1.0338645418326693
proportional,hel,1.0338645418326693
proportional,eps,1.0338645418326693
proportional,brewery,1.0338645418326693
proportional,medium,1.0338645418326693
proportional,end,1.0338645418326693
proportional,area,1.0338645418326693
inversely_proportional,result,-4.579411764705882
proportional,communication,1.0338645418326693
proportional,eur,1.0256592676911402
inversely_proportional,price,-3.8161764705882355
proportional,point,1.0338645418326693
