direction_dependency,entity,score
proportional,astrazeneca,1.139240506329114
proportional,mail,1.139240506329114
proportional,share,1.139240506329114
inversely_proportional,mcfarlane,-8.181818181818182
proportional,retailer,1.139240506329114
proportional,refile,1.139240506329114
proportional,focus,1.139240506329114
proportional,quarter,1.139240506329114
proportional,shire,1.139240506329114
inversely_proportional,statoil,-8.181818181818182
proportional,rpt,1.139240506329114
proportional,passenger,1.139240506329114
proportional,hotel,1.139240506329114
proportional,britain,1.139240506329114
proportional,rio,1.139240506329114
inversely_proportional,slide,-8.181818181818182
proportional,meggitt,1.139240506329114
proportional,buy,1.139240506329114
proportional,arm,1.139240506329114
proportional,show,1.139240506329114
proportional,pearson,1.139240506329114
inversely_proportional,hsbc,-8.181818181818182
proportional,auto,1.139240506329114
proportional,hargreaves,1.139240506329114
proportional,ice,1.139240506329114
proportional,peroni,1.139240506329114
proportional,deal,1.139240506329114
proportional,buffett,1.139240506329114
proportional,bos,1.139240506329114
inversely_proportional,court,-8.181818181818182
proportional,tobacco,1.139240506329114
proportional,dutch,1.139240506329114
proportional,management,1.139240506329114
proportional,ftse,1.139240506329114
proportional,brewer,1.139240506329114
proportional,trent,1.139240506329114
proportional,bid,1.139240506329114
proportional,march,1.139240506329114
proportional,revenue,1.139240506329114
proportional,update,1.139240506329114
proportional,lead,1.139240506329114
proportional,stock,1.139240506329114
proportional,news,1.139240506329114
inversely_proportional,city,-8.181818181818182
proportional,busch,1.139240506329114
proportional,china,1.139240506329114
proportional,cancer,1.139240506329114
proportional,companiestravis,1.139240506329114
proportional,metal,1.139240506329114
proportional,priceline,1.139240506329114
proportional,pct,1.139240506329114
proportional,primark,1.139240506329114
proportional,brief,1.139240506329114
proportional,trim,1.139240506329114
proportional,aviva,1.139240506329114
proportional,sainsbury,1.139240506329114
proportional,whitbread,1.139240506329114
inversely_proportional,mark,-8.181818181818182
inversely_proportional,slump,-4.090909090909091
proportional,rival,1.139240506329114
inversely_proportional,saudi,-8.181818181818182
proportional,travis,1.139240506329114
proportional,bond,1.139240506329114
proportional,inbev,1.139240506329114
proportional,asahi,1.139240506329114
proportional,oil,1.139240506329114
