direction_dependency,entity,score
proportional,report,1.0126903553299493
proportional,pct,1.0126903553299493
proportional,technology,1.0126903553299493
proportional,euro,1.0126903553299493
proportional,value,1.0126903553299493
proportional,revenue,1.0126903553299493
proportional,news,1.0126903553299493
proportional,operating,1.0126903553299493
proportional,medium,1.0126903553299493
proportional,ebit,1.0126903553299493
proportional,group,1.0126903553299493
proportional,sale,1.0047164155242017
proportional,helsinki,1.0126903553299493
proportional,quarter,1.0126903553299493
proportional,year,1.0126903553299493
proportional,rate,1.0126903553299493
proportional,profit,1.0126903553299493
proportional,business,1.0126903553299493
proportional,beer,1.0126903553299493
proportional,volume,1.0126903553299493
proportional,eur,1.0126903553299493
proportional,oyj,1.0126903553299493
proportional,month,1.0126903553299493
proportional,end,1.0126903553299493
proportional,earnings,1.0126903553299493
proportional,eps,1.0126903553299493
proportional,paper,1.0126903553299493
proportional,order,1.0126903553299493
proportional,september,1.0126903553299493
proportional,income,1.0126903553299493
proportional,item,1.0126903553299493
proportional,period,1.0126903553299493
proportional,passenger,1.0126903553299493
proportional,omx,1.0126903553299493
proportional,margin,1.0126903553299493
proportional,contract,1.0126903553299493
proportional,liter,1.0126903553299493
proportional,turnover,1.0126903553299493
proportional,market,1.0126903553299493
proportional,trade,1.0126903553299493
proportional,june,1.0126903553299493
proportional,industry,1.0126903553299493
proportional,solution,1.0126903553299493
proportional,electronics,1.0126903553299493
proportional,tax,1.0126903553299493
proportional,system,1.0126903553299493
proportional,maker,1.0126903553299493
proportional,brewery,1.0126903553299493
inversely_proportional,cost,-39.9
proportional,finland,1.0126903553299493
inversely_proportional,price,-17.733333333333334
proportional,today,1.0126903553299493
proportional,investment,1.0126903553299493
proportional,corp,1.0126903553299493
proportional,mln,1.0126903553299493
proportional,growth,1.0126903553299493
proportional,loss,1.0126903553299493
